session_id,user_id,device,os,minutes
350,333,tablet,ios,22
351,334,mobile,android,34
352,335,mobile,ios,15
353,336,mobile,ios,21
354,337,tablet,android,34
355,338,tablet,ios,22
356,341,tablet,android,24
357,341,mobile,android,28
358,343,tablet,android,22
359,343,tablet,android,20
360,344,mobile,ios,20
361,345,tablet,ios,17
362,345,tablet,ios,29
363,345,mobile,ios,21
364,347,mobile,ios,18
365,348,tablet,android,25
366,351,tablet,android,19
367,352,mobile,android,18
368,354,tablet,ios,19
369,356,mobile,android,21
370,356,tablet,ios,13
371,357,mobile,android,17
372,358,mobile,android,31
373,361,tablet,ios,28
374,363,mobile,android,25
375,365,mobile,ios,14
376,366,mobile,ios,10
377,368,mobile,ios,31
378,369,mobile,android,24
379,370,mobile,android,26
380,370,mobile,android,25
381,372,mobile,android,7
382,373,tablet,android,18
383,374,mobile,android,29
384,375,tablet,ios,29
385,375,mobile,ios,33
386,376,mobile,ios,11
387,377,tablet,android,12
388,377,mobile,ios,31
389,379,tablet,android,28
390,380,tablet,ios,26
391,381,mobile,ios,15
392,381,mobile,android,19
393,382,tablet,ios,9
394,382,tablet,ios,15
395,383,mobile,ios,13
396,386,mobile,ios,24
397,387,mobile,ios,15
398,387,mobile,android,10
399,388,mobile,ios,29
400,389,mobile,ios,25
401,390,mobile,ios,26
402,390,mobile,ios,16
403,391,mobile,ios,12
404,392,mobile,ios,34
405,392,tablet,ios,27
406,393,tablet,ios,22
407,394,mobile,ios,24
408,394,tablet,android,19
409,394,tablet,ios,7
410,396,mobile,android,24
411,397,tablet,android,18
412,398,tablet,android,21
413,398,tablet,ios,21
414,399,mobile,ios,20
415,401,mobile,android,26
416,402,mobile,ios,14
417,402,tablet,ios,13
418,403,mobile,ios,34
419,404,mobile,ios,13
420,406,tablet,ios,28
421,407,tablet,android,22
422,407,tablet,android,12
423,410,mobile,ios,12
424,411,tablet,ios,22
425,411,tablet,ios,23
426,412,mobile,ios,15
427,412,tablet,ios,11
428,413,tablet,ios,7
429,416,tablet,android,10
430,416,tablet,android,7
431,417,tablet,ios,13
432,418,tablet,android,20
433,418,mobile,android,12
434,418,mobile,ios,7
435,419,mobile,ios,17
436,421,tablet,ios,14
437,421,mobile,ios,17
438,422,mobile,ios,29
439,423,mobile,ios,17
440,423,tablet,ios,7
441,424,mobile,ios,25
442,424,mobile,ios,23
443,425,tablet,ios,29
444,426,mobile,ios,19
445,427,mobile,ios,7
446,427,mobile,ios,14
447,428,tablet,ios,22
448,429,tablet,android,10
449,430,tablet,android,7
450,430,mobile,android,19
451,431,mobile,android,16
452,432,mobile,android,7
453,433,tablet,ios,21
454,433,tablet,ios,25
455,434,tablet,ios,16
456,434,tablet,ios,15
457,435,mobile,android,24
458,436,mobile,android,20
459,436,mobile,android,27
460,437,mobile,android,34
461,438,mobile,android,9
462,439,mobile,android,13
463,439,mobile,android,25
464,440,tablet,ios,34
465,440,mobile,ios,22
466,441,tablet,ios,8
467,441,tablet,ios,28
468,441,tablet,ios,21
469,442,tablet,ios,20
470,443,tablet,ios,19
471,444,tablet,ios,30
472,444,mobile,ios,29
473,445,tablet,android,20
474,445,tablet,ios,12
475,445,tablet,android,16
476,446,mobile,ios,15
477,446,mobile,ios,30
478,447,mobile,android,12
479,448,mobile,android,16
480,449,tablet,android,7
481,450,tablet,ios,9
482,450,mobile,ios,20
483,451,mobile,ios,20
484,451,mobile,android,17
485,452,mobile,android,16
486,452,mobile,android,12
487,453,mobile,android,34
488,454,mobile,android,27
489,455,mobile,ios,18
490,456,tablet,android,25
491,457,mobile,ios,11
492,459,mobile,ios,28
493,459,mobile,ios,14
494,460,mobile,android,12
495,465,tablet,ios,29
496,465,tablet,android,30
497,466,mobile,ios,14
498,466,tablet,ios,20
499,467,tablet,ios,22
500,467,mobile,android,29
501,470,mobile,android,14
502,474,mobile,ios,29
503,474,tablet,ios,26
504,477,tablet,ios,34
505,478,tablet,ios,26
506,478,mobile,ios,34
507,480,mobile,ios,16
508,480,tablet,ios,12
509,484,tablet,ios,7
510,485,mobile,android,34
511,486,mobile,ios,24
512,487,tablet,android,11
513,487,mobile,android,20
514,487,tablet,ios,10
515,488,tablet,ios,21
516,489,tablet,ios,31
517,490,tablet,ios,32
518,490,mobile,ios,28
519,491,tablet,ios,27
520,492,mobile,ios,21
521,493,mobile,ios,31
522,493,mobile,ios,7
523,494,mobile,android,31
524,495,tablet,ios,18
525,495,mobile,ios,15
526,495,mobile,ios,14
527,498,mobile,ios,29
528,499,tablet,android,27
529,499,tablet,android,21
530,501,mobile,android,11
531,503,tablet,ios,26
532,504,mobile,android,16
533,505,tablet,ios,17
534,506,mobile,ios,7
535,506,tablet,ios,18
536,507,mobile,ios,11
537,508,mobile,android,12
538,512,mobile,ios,7
539,513,mobile,ios,7
540,515,mobile,android,11
541,517,mobile,ios,34
542,518,tablet,ios,26
543,519,tablet,ios,25
544,520,tablet,ios,20
545,523,tablet,ios,7
546,523,mobile,ios,13
547,525,tablet,ios,22
548,526,tablet,ios,32
549,527,mobile,ios,18
550,527,tablet,ios,17
551,528,tablet,ios,20
552,530,mobile,ios,17
553,530,mobile,android,14
554,532,mobile,android,27
555,532,mobile,android,12
556,532,mobile,ios,16
557,533,mobile,ios,11
558,534,mobile,android,8
559,537,tablet,android,23
560,537,mobile,ios,32
561,537,tablet,ios,17
562,538,tablet,ios,19
563,539,tablet,ios,14
564,539,tablet,android,20
565,541,mobile,ios,21
566,541,tablet,android,34
567,542,mobile,ios,16
568,543,mobile,android,7
569,543,mobile,ios,12
570,545,tablet,ios,28
571,546,mobile,android,8
572,546,mobile,android,12
573,548,tablet,ios,28
574,548,tablet,ios,26
575,548,tablet,ios,21
576,549,tablet,ios,8
577,551,tablet,ios,27
578,554,mobile,android,22
579,555,tablet,ios,30
580,555,mobile,ios,24
581,556,tablet,android,20
582,556,tablet,ios,22
583,558,mobile,android,15
584,559,tablet,ios,8
585,560,tablet,ios,7
586,560,tablet,ios,8
587,561,mobile,android,28
588,562,mobile,android,15
589,562,mobile,android,7
590,563,tablet,ios,18
591,563,mobile,ios,19
592,564,tablet,ios,17
593,565,tablet,ios,18
594,566,mobile,ios,34
595,566,mobile,ios,19
596,567,tablet,android,10
597,567,tablet,android,7
598,568,mobile,android,31
599,569,tablet,android,13
600,570,tablet,ios,10
601,571,tablet,ios,14
602,571,tablet,ios,12
603,572,tablet,android,11
604,575,tablet,ios,31
605,576,mobile,android,27
606,577,mobile,android,10
607,578,mobile,android,29
608,579,mobile,ios,8
609,579,tablet,android,24
610,580,mobile,android,28
611,581,mobile,android,25
612,581,mobile,android,27
613,582,tablet,ios,30
614,583,mobile,ios,15
615,583,mobile,ios,23
616,585,mobile,ios,21
617,586,mobile,android,34
618,587,tablet,ios,33
619,587,tablet,ios,31
620,587,tablet,ios,30
621,588,tablet,android,21
622,588,tablet,android,22
623,589,tablet,ios,26
624,589,tablet,ios,22
625,590,mobile,android,7
626,591,mobile,android,23
627,592,tablet,ios,34
628,592,tablet,ios,23
629,593,tablet,android,17
630,593,mobile,ios,18
631,593,mobile,ios,25
632,594,tablet,android,16
633,594,tablet,ios,18
634,597,tablet,android,13
635,597,tablet,ios,14
636,598,tablet,ios,29
637,599,mobile,ios,17
638,599,tablet,ios,24
639,602,tablet,android,34
640,604,mobile,ios,27
641,605,mobile,ios,16
642,606,tablet,ios,32
643,606,mobile,ios,20
644,608,tablet,ios,11
645,608,mobile,ios,23
646,609,mobile,ios,26
647,610,mobile,ios,12
648,611,mobile,android,23
649,612,mobile,ios,13
650,612,mobile,ios,24
651,613,tablet,android,24
652,613,mobile,ios,17
653,613,mobile,ios,20
654,614,tablet,ios,24
655,615,tablet,android,27
656,615,mobile,android,18
657,615,mobile,android,11
658,617,mobile,android,30
659,618,mobile,ios,9
660,618,mobile,android,29
661,621,mobile,ios,16
662,621,mobile,ios,7
663,622,tablet,ios,27
664,624,mobile,android,28
665,625,tablet,android,24
666,625,tablet,android,19
667,627,mobile,ios,34
668,633,mobile,android,9
669,633,mobile,android,15
670,634,tablet,android,9
671,635,mobile,ios,21
672,635,mobile,ios,10
673,636,mobile,ios,31
674,637,mobile,android,8
675,637,mobile,android,8
676,638,tablet,ios,26
677,639,tablet,ios,21
678,639,tablet,ios,17
679,639,tablet,ios,32
680,642,tablet,ios,16
681,642,tablet,android,16
682,644,tablet,android,8
683,645,mobile,ios,34
684,646,mobile,ios,34
685,647,mobile,android,22
686,647,mobile,android,29
687,648,mobile,ios,17
688,648,mobile,ios,14
689,649,tablet,android,16
690,649,tablet,ios,25
691,649,tablet,ios,18
692,651,tablet,ios,20
693,654,mobile,ios,7
694,655,mobile,ios,27
695,655,tablet,ios,10
696,657,tablet,android,18
697,657,tablet,android,15
698,658,mobile,ios,17
699,658,mobile,ios,20
700,660,tablet,ios,18
701,660,tablet,ios,15
702,662,tablet,android,10
703,662,tablet,ios,17
704,665,mobile,android,21
705,666,tablet,ios,16
706,667,mobile,ios,8
707,668,tablet,ios,31
708,668,mobile,ios,21
709,670,tablet,ios,33
710,670,tablet,ios,26
711,672,tablet,ios,21
712,672,tablet,android,18
713,673,tablet,ios,15
714,675,tablet,ios,25
715,676,mobile,ios,31
716,676,mobile,android,34
717,677,mobile,android,12
718,678,tablet,ios,27
719,678,tablet,ios,24
720,678,tablet,ios,33
721,679,tablet,ios,17
722,679,mobile,ios,34
723,680,mobile,ios,17
724,681,mobile,android,20
725,682,tablet,android,9
726,682,mobile,ios,27
727,684,mobile,android,22
728,685,tablet,ios,13
729,686,tablet,android,7
730,686,mobile,android,18
731,687,tablet,android,13
732,687,mobile,ios,7
733,689,mobile,ios,14
734,690,tablet,ios,24
735,690,tablet,ios,22
736,692,mobile,android,23
737,693,tablet,ios,21
738,693,tablet,android,21
739,694,mobile,android,30
740,695,mobile,ios,8
741,697,tablet,android,15
742,697,tablet,ios,34
743,699,mobile,android,18
744,700,tablet,android,30
745,701,tablet,ios,28
746,703,tablet,ios,12
747,704,mobile,ios,15
748,705,tablet,android,15
749,705,mobile,ios,8
750,706,mobile,android,13
751,708,mobile,ios,17
752,708,mobile,android,10
753,709,mobile,android,22
754,711,tablet,ios,25
755,711,mobile,android,19
756,712,tablet,ios,20
757,713,mobile,android,16
758,713,mobile,ios,7
759,715,tablet,ios,21
760,715,tablet,ios,30
761,716,mobile,android,24
762,717,mobile,ios,12
763,718,mobile,android,24
764,718,mobile,android,31
765,719,tablet,ios,31
766,720,mobile,ios,34
767,721,mobile,android,7
768,722,mobile,ios,34
769,722,tablet,android,29
770,723,mobile,ios,21
771,724,mobile,android,17
772,725,tablet,ios,25
773,725,mobile,ios,26
774,726,mobile,android,13
775,727,tablet,ios,10
776,728,tablet,ios,18
777,729,mobile,ios,34
778,729,mobile,ios,34
779,731,tablet,ios,34
780,733,mobile,android,17
781,734,tablet,android,16
782,735,tablet,ios,21
783,736,tablet,ios,12
784,736,mobile,android,8
785,737,mobile,android,7
786,737,mobile,ios,22
787,741,mobile,ios,17
788,741,mobile,ios,19
789,743,tablet,ios,21
790,744,tablet,ios,33
791,746,mobile,android,22
792,746,mobile,android,25
793,747,mobile,ios,16
794,748,tablet,ios,15
795,750,tablet,android,34
796,751,tablet,android,26
797,751,tablet,android,24
798,752,mobile,ios,8
799,752,mobile,ios,13
800,753,mobile,ios,17
801,754,tablet,ios,15
802,760,mobile,ios,18
803,760,mobile,ios,23
804,763,mobile,ios,7
805,764,tablet,android,16
806,764,tablet,ios,16
807,765,tablet,android,20
808,766,mobile,android,19
809,767,mobile,android,31
810,767,tablet,android,23
811,768,mobile,ios,19
812,768,mobile,ios,22
813,770,tablet,ios,18
814,771,tablet,ios,32
815,773,mobile,android,26
816,773,tablet,android,23
817,774,mobile,android,12
818,775,mobile,ios,12
819,776,tablet,ios,34
820,776,tablet,ios,31
821,777,mobile,ios,34
822,777,tablet,android,24
823,778,mobile,android,11
824,779,mobile,android,21
825,781,tablet,android,7
826,782,tablet,ios,11
827,782,tablet,android,24
828,784,mobile,android,18
829,785,mobile,ios,17
830,785,tablet,ios,7
831,786,tablet,ios,7
832,786,mobile,ios,14
833,786,mobile,ios,24
834,788,tablet,ios,20
835,792,mobile,android,24
836,795,mobile,ios,20
837,795,mobile,ios,27
838,797,mobile,android,29
839,798,tablet,ios,24
840,799,tablet,ios,10
841,799,tablet,ios,20
842,803,tablet,ios,28
843,803,tablet,ios,26
844,804,tablet,ios,10
845,804,mobile,ios,19
846,805,mobile,ios,25
847,807,mobile,ios,23
848,809,mobile,ios,18
849,809,tablet,ios,21
850,809,tablet,ios,7
851,810,tablet,ios,19
852,811,mobile,ios,26
853,812,tablet,android,13
854,812,tablet,ios,11
855,814,tablet,ios,14
856,815,tablet,ios,30
857,817,mobile,android,17
858,817,tablet,android,15
859,817,mobile,android,21
860,818,mobile,ios,23
861,818,tablet,ios,26
862,819,tablet,ios,7
863,820,tablet,ios,13
864,820,mobile,android,7
865,821,mobile,ios,15
866,822,tablet,android,34
867,823,mobile,ios,11
868,826,tablet,android,24
869,826,tablet,ios,34
870,827,mobile,android,26
871,828,tablet,android,16
872,830,tablet,ios,33
873,830,tablet,ios,12
874,831,mobile,android,10
875,831,mobile,ios,11
876,834,mobile,android,17
877,837,mobile,android,7
878,838,mobile,ios,15
879,839,mobile,android,7
880,840,mobile,ios,11
881,841,tablet,android,15
882,843,tablet,android,19
883,844,tablet,android,14
884,845,tablet,android,27
885,846,mobile,android,17
886,847,tablet,ios,23
887,848,mobile,android,9
888,849,mobile,ios,16
889,850,mobile,android,7
890,851,mobile,ios,18
891,851,mobile,ios,32
892,853,mobile,ios,25
893,855,tablet,ios,22
894,856,mobile,ios,13
895,856,tablet,ios,13
896,857,mobile,android,10
897,857,mobile,android,18
898,859,mobile,android,20
899,859,mobile,android,18
900,860,tablet,ios,15
901,860,tablet,android,13
902,861,mobile,ios,21
903,861,mobile,ios,27
904,862,mobile,ios,17
905,864,mobile,android,11
906,865,tablet,ios,22
907,866,mobile,android,12
908,870,mobile,android,27
909,872,tablet,ios,30
910,872,mobile,ios,33
911,872,mobile,ios,34
912,874,mobile,android,29
913,875,mobile,android,12
914,876,mobile,android,11
915,878,tablet,android,34
916,879,mobile,ios,24
917,879,mobile,ios,23
918,880,mobile,ios,21
919,881,mobile,android,27
920,882,tablet,android,18
921,885,tablet,android,23
922,886,mobile,ios,12
923,887,tablet,android,34
924,888,tablet,android,23
925,889,tablet,ios,34
926,889,mobile,android,30
927,892,mobile,ios,23
928,892,tablet,ios,12
929,893,tablet,ios,22
930,894,tablet,ios,21
931,894,mobile,ios,25
932,896,tablet,ios,7
933,898,mobile,android,27
934,901,mobile,ios,28
935,903,mobile,android,31
936,904,mobile,android,31
937,905,tablet,ios,27
938,905,tablet,ios,26
939,906,tablet,ios,34
940,906,tablet,ios,14
941,906,mobile,ios,28
942,908,tablet,android,32
943,909,mobile,ios,7
944,910,tablet,ios,25
945,910,tablet,ios,12
946,911,tablet,ios,12
947,911,mobile,ios,11
948,912,mobile,android,21
949,912,tablet,android,23
950,914,mobile,android,7
951,915,mobile,ios,12
952,917,tablet,ios,8
953,919,tablet,android,18
954,923,tablet,ios,15
955,923,tablet,android,19
956,924,tablet,ios,7
957,925,mobile,android,23
958,926,mobile,android,28
959,928,tablet,android,22
960,929,tablet,android,28
961,930,mobile,ios,17
962,931,tablet,ios,30
963,933,mobile,android,34
964,934,mobile,ios,34
965,934,tablet,ios,24
966,935,tablet,android,33
967,935,mobile,ios,34
968,935,tablet,ios,34
969,936,tablet,android,34
970,939,mobile,android,19
971,939,mobile,ios,33
972,940,mobile,ios,33
973,940,mobile,ios,28
974,941,tablet,android,27
975,942,tablet,android,24
976,942,tablet,android,18
977,945,mobile,android,30
978,948,mobile,android,23
979,949,mobile,android,13
980,950,mobile,ios,18
981,950,tablet,ios,11
982,951,tablet,android,31
983,952,tablet,ios,17
984,953,mobile,ios,29
985,953,tablet,ios,32
986,954,mobile,ios,26
987,954,mobile,ios,15
988,954,mobile,ios,19
989,956,mobile,android,30
990,960,mobile,android,14
991,961,mobile,ios,8
992,962,mobile,ios,11
993,963,mobile,ios,11
994,963,mobile,android,17
995,964,mobile,ios,16
996,965,mobile,android,20
997,965,mobile,android,24
998,966,mobile,android,25
999,969,mobile,android,12
1000,969,mobile,android,7
1001,969,mobile,android,7
1002,970,tablet,android,25
1003,971,tablet,android,24
1004,972,mobile,android,14
1005,975,mobile,ios,17
1006,975,mobile,ios,18
1007,976,tablet,ios,19
1008,976,tablet,ios,17
1009,978,tablet,ios,16
1010,979,tablet,android,9
1011,979,tablet,android,11
1012,980,mobile,ios,7
1013,984,tablet,ios,25
1014,984,tablet,ios,17
1015,984,tablet,ios,31
1016,985,tablet,ios,18
1017,985,tablet,android,21
1018,986,mobile,android,13
1019,988,mobile,android,10
1020,989,mobile,ios,9
1021,993,mobile,android,21
1022,995,mobile,ios,27
1023,996,mobile,android,21
1024,999,mobile,ios,7
1025,1000,mobile,ios,28
1026,1002,tablet,android,31
1027,1002,tablet,ios,31
1028,1002,tablet,ios,32
1029,1003,mobile,android,20
1030,1003,tablet,android,17
1031,1005,tablet,ios,23
1032,1005,tablet,android,23
1033,1006,tablet,ios,17
1034,1006,mobile,ios,23
1035,1006,tablet,ios,28
1036,1007,mobile,ios,23
1037,1007,mobile,ios,19
1038,1008,mobile,android,29
1039,1009,mobile,ios,31
1040,1010,mobile,android,32
1041,1010,mobile,ios,18
1042,1011,mobile,ios,8
1043,1011,mobile,android,17
1044,1012,mobile,ios,25
1045,1016,mobile,android,34
1046,1019,tablet,android,28
1047,1019,mobile,ios,22
1048,1020,tablet,android,32
1049,1020,tablet,android,31
1050,1021,mobile,ios,7
1051,1021,tablet,ios,7
1052,1021,mobile,ios,18
1053,1022,mobile,android,16
1054,1023,mobile,android,34
1055,1024,tablet,ios,16
1056,1024,tablet,ios,22
1057,1025,tablet,ios,8
1058,1026,mobile,android,18
1059,1027,mobile,android,17
1060,1030,mobile,ios,16
1061,1032,mobile,android,31
1062,1033,tablet,android,13
1063,1034,tablet,android,10
1064,1036,mobile,ios,26
1065,1037,mobile,ios,13
1066,1037,tablet,ios,20
1067,1038,tablet,android,19
1068,1038,tablet,android,15
1069,1039,mobile,ios,22
1070,1039,mobile,android,7
1071,1039,tablet,ios,20
1072,1041,mobile,ios,10
1073,1042,mobile,android,13
1074,1043,mobile,android,18
1075,1045,tablet,android,30
1076,1047,tablet,ios,34
1077,1047,tablet,ios,33
1078,1048,mobile,ios,33
1079,1048,mobile,ios,25
1080,1049,mobile,ios,15
1081,1049,mobile,android,7
1082,1050,mobile,android,17
1083,1052,mobile,android,7
1084,1052,mobile,ios,7
1085,1053,mobile,ios,32
1086,1055,mobile,android,14
1087,1056,tablet,android,32
1088,1056,mobile,ios,33
1089,1058,tablet,ios,7
1090,1059,tablet,android,32
1091,1060,mobile,android,34
1092,1061,mobile,android,10
1093,1063,mobile,android,23
1094,1064,tablet,android,12
1095,1064,tablet,android,7
1096,1065,mobile,android,24
1097,1068,tablet,android,27
1098,1069,mobile,ios,18
1099,1070,tablet,ios,34
1100,1071,mobile,android,32
1101,1071,mobile,ios,20
1102,1074,mobile,android,21
1103,1075,mobile,ios,9
1104,1075,tablet,ios,12
1105,1075,tablet,ios,21
1106,1076,mobile,android,15
1107,1076,tablet,ios,7
1108,1077,mobile,ios,28
1109,1078,mobile,android,13
1110,1080,mobile,ios,21
1111,1081,tablet,android,10
1112,1082,tablet,ios,26
1113,1082,tablet,ios,17
1114,1082,mobile,android,19
1115,1087,mobile,android,24
1116,1087,mobile,android,14
1117,1087,mobile,android,13
1118,1088,tablet,ios,33
1119,1089,mobile,android,16
1120,1091,tablet,ios,24
1121,1092,mobile,ios,7
1122,1094,tablet,ios,25
1123,1095,mobile,android,34
1124,1096,mobile,android,7
1125,1098,mobile,ios,28
1126,1099,mobile,android,25
