ID,device_id,ip_address,token,uv,temperature,humidity,volt,rotate,pressure,vibration,event_type,timestamp
37,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.526461177,76,76,186.5284974,486.8503867,171.63167616,69.50454974,Telemetry,2021-01-01 10:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.209707977,70,76,167.2450743,249.821656,76.41928864,82.36367739,Telemetry,2021-01-01 23:00:00
20,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.597512902,76,76,164.9606451,347.8507719,131.4595298,70.99140496,Telemetry,2021-01-03 16:00:00
47,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,88,90,120.8823166,577.4986572,97.13424599,80.74365233,Telemetry,2021-01-01 16:00:00
18,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.423459606,79,85,120.8823166,490.58356,76.41928864,91.16906291,Telemetry,2021-01-02 11:00:00
31,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.507445406,70,88,194.4089777,344.1794487,136.93061037,97.85314155,Telemetry,2021-01-01 22:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.491856038,75,84,167.7961277,305.3257122,79.96356083,76.38580899,Telemetry,2021-01-02 13:00:00
36,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.255067936,72,76,120.8823166,461.2406549,153.82113622,81.41930799,Telemetry,2021-01-02 16:00:00
36,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.426528153,78,89,253.5660858,577.4986572,126.5730415,56.20327759,Telemetry,2021-01-02 05:00:00
37,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.450868705,76,82,181.7114723,384.3598558,78.62944064,91.62780002,Telemetry,2021-01-01 08:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.128167523,70,77,210.5853091,256.3801957,76.41928864,98.40417906,Telemetry,2021-01-02 22:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.453679414,70,83,208.862944,577.4986572,80.54824246,88.45686297,Telemetry,2021-01-02 00:00:00
22,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.462553225,85,100,217.735368,554.4289323,148.97505906,99.24182892,Telemetry,2021-01-01 17:00:00
17,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.364221549,75,76,186.8586854,402.3294581,133.54911176,75.0720746,Telemetry,2021-01-01 15:00:00
34,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.527213436,88,97,190.9762154,402.1859399,133.11667067,99.24182892,Telemetry,2021-01-01 01:00:00
32,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.535622757,70,76,253.5660858,356.551131,153.86889502,69.10450482,Telemetry,2021-01-01 16:00:00
20,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.775898403,88,76,122.8920192,460.1429758,152.34577609,76.69781294,Telemetry,2021-01-01 13:00:00
28,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.46707403,83,86,245.8295814,544.4885001,143.28416692,74.96027652,Telemetry,2021-01-01 19:00:00
9,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.553925079,74,93,214.3514132,392.8171892,161.19899126,99.24182892,Telemetry,2021-01-02 06:00:00
19,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.405888203,85,99,210.9994581,551.7409561,166.68764627,80.55306018,Telemetry,2021-01-02 09:00:00
46,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.673016351,74,87,239.0059073,417.2047799,122.49697747,56.20327759,Telemetry,2020-12-31 20:00:00
12,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.163884936,84,84,129.8134457,304.7645293,109.74464345,66.58810547,Telemetry,2021-01-02 02:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.729538037,81,92,155.3627377,374.0980576,145.40151022,56.20327759,Telemetry,2021-01-02 14:00:00
47,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.582729418,88,83,253.5660858,333.5987396,174.10531458,68.46173722,Telemetry,2021-01-02 01:00:00
37,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.315845498,74,76,220.3043498,577.4986572,124.368093,72.03856056,Telemetry,2021-01-01 07:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.333400074,72,82,152.1273191,217.200677,133.51022145,60.88453286,Telemetry,2021-01-01 23:00:00
37,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.597626082,88,88,120.8823166,401.7311804,157.26029457,99.24182892,Telemetry,2021-01-01 04:00:00
44,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.574940485,71,91,176.6914415,318.2173819,110.15616932,56.20327759,Telemetry,2021-01-02 15:00:00
34,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.302061538,73,84,191.0036595,577.4986572,76.41928864,73.26160529,Telemetry,2021-01-01 08:00:00
40,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.662080753,88,76,128.0741045,428.9668004,177.35793226,89.05006307,Telemetry,2021-01-03 03:00:00
37,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.407105648,86,94,175.8920222,455.1362142,112.76660521,80.7192232,Telemetry,2021-01-03 02:00:00
29,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.582724291,70,97,248.4785167,381.9077884,143.83121959,56.20327759,Telemetry,2021-01-01 19:00:00
32,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.739760723,79,88,208.9934379,537.4967297,88.02541617,89.91376244,Telemetry,2021-01-01 21:00:00
29,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,70,76,212.1434073,577.4986572,179.45452315,56.20327759,Telemetry,2021-01-02 21:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.559099052,85,93,165.7986376,355.2860742,174.86537867,99.24182892,Telemetry,2021-01-01 12:00:00
21,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.73659456,88,77,205.7167833,552.5574012,91.18456713,76.15397393,Telemetry,2021-01-02 06:00:00
27,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.620011582,77,81,150.583146,470.8678737,132.37380867,56.20327759,Telemetry,2021-01-02 03:00:00
43,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.621014143,70,79,183.0381996,289.0217329,112.31466685,94.63400044,Telemetry,2021-01-03 16:00:00
35,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.751410195,73,76,158.48708,275.4666845,150.7406317,60.05139027,Telemetry,2021-01-01 23:00:00
44,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,74,94,199.0948043,438.1757061,169.49085808,83.5636828,Telemetry,2021-01-02 09:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.274747478,70,78,253.5660858,261.9334766,130.15058967,74.70814621,Telemetry,2021-01-02 19:00:00
47,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.462558326,88,88,174.5710059,294.9438286,91.45137032,75.11550039,Telemetry,2021-01-02 06:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,70,91,224.0928141,333.5609253,99.41452761,72.20499361,Telemetry,2021-01-01 23:00:00
49,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.364145782,76,76,187.7564414,340.1913992,111.64050221,70.3952475,Telemetry,2021-01-02 00:00:00
40,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.544432518,74,77,148.5370109,436.3003578,98.08335201,56.20327759,Telemetry,2021-01-01 12:00:00
34,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.244959382,87,77,176.2240343,394.869133,162.86967023,57.81050032,Telemetry,2021-01-01 02:00:00
12,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,78,94,181.3200133,294.8866639,114.00521024,98.44741933,Telemetry,2021-01-02 10:00:00
17,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.328631437,70,88,145.6944784,341.2027996,76.41928864,92.93274077,Telemetry,2020-12-31 23:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.513240638,88,84,203.2855265,238.0693708,134.26693061,91.28402375,Telemetry,2021-01-01 18:00:00
43,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.667484321,71,88,206.3269013,359.5588672,188.6799927,99.24182892,Telemetry,2021-01-03 07:00:00
7,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.614535525,76,88,120.8823166,318.2514557,103.47605546,96.75543898,Telemetry,2021-01-02 14:00:00
21,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.811739508,87,77,253.5660858,577.4986572,86.08712675,77.8330157,Telemetry,2021-01-01 23:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.573569065,79,87,253.5660858,424.5736519,76.41928864,57.82802733,Telemetry,2021-01-03 00:00:00
30,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.488144064,86,76,155.4914117,415.1452576,187.82286621,56.20327759,Telemetry,2020-12-31 23:00:00
32,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.359904929,71,88,160.6725336,311.3776992,76.41928864,75.28443582,Telemetry,2021-01-02 16:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.477499032,75,98,132.1959487,332.269917,145.80047787,93.85608625,Telemetry,2021-01-03 11:00:00
48,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,77,92,194.2754352,577.4986572,126.8141488,99.24182892,Telemetry,2021-01-01 23:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.696730462,88,76,237.0252603,330.7481154,133.15445985,99.24182892,Telemetry,2021-01-01 11:00:00
31,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.434763326,72,97,200.6479808,577.4986572,90.4432787,88.19191376,Telemetry,2021-01-03 03:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.46178909,70,77,247.1853383,150.2111206,163.03192917,83.66841124,Telemetry,2021-01-01 20:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.127892156,70,78,151.0952285,274.0792977,188.6799927,91.12760911,Telemetry,2021-01-01 17:00:00
45,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.541928659,70,76,124.3562832,333.5714761,158.38025073,60.60945286,Telemetry,2021-01-01 17:00:00
46,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.430657901,71,82,213.5106493,577.4986572,134.45121236,99.24182892,Telemetry,2021-01-02 21:00:00
18,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,79,85,211.3867018,306.0077244,76.41928864,83.84258288,Telemetry,2021-01-01 22:00:00
30,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.54210166,81,76,220.4588195,275.0432682,134.8031822,94.22148226,Telemetry,2020-12-31 22:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.787942686,70,89,231.5989288,490.8579108,148.9920879,96.60788201,Telemetry,2021-01-03 18:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.725278182,73,76,130.9091531,404.8535457,166.55402722,70.98935812,Telemetry,2021-01-02 08:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.751466539,74,79,124.1895545,217.050282,76.41928864,98.3839137,Telemetry,2021-01-01 17:00:00
19,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.629295908,80,76,196.1754447,283.9188046,79.19859952,70.75432603,Telemetry,2021-01-01 18:00:00
38,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.741077968,71,95,232.9778335,321.5923088,137.19732471,73.8579562,Telemetry,2021-01-02 08:00:00
29,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.499126264,88,96,170.2148157,577.4986572,148.91296057,91.98985162,Telemetry,2021-01-02 15:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,77,100,182.6380682,496.2846332,188.6799927,86.06781914,Telemetry,2021-01-01 06:00:00
9,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.510191643,88,89,253.5660858,286.9625041,101.37554115,68.97670407,Telemetry,2020-12-31 22:00:00
19,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.600509641,74,76,253.5660858,458.4047775,136.9686666,56.20327759,Telemetry,2021-01-02 20:00:00
11,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.561046898,74,80,183.4752539,353.6538563,161.71162359,72.06374927,Telemetry,2021-01-02 17:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.528278786,70,86,165.1209198,333.168874,164.47910118,56.20327759,Telemetry,2021-01-01 21:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,88,79,232.5406844,358.7739907,152.93196503,65.16363456,Telemetry,2021-01-02 02:00:00
47,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.583551716,80,91,176.8167028,577.4986572,176.85893459,99.24182892,Telemetry,2021-01-02 15:00:00
49,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.4599369,88,91,146.8892796,577.4986572,147.96157236,66.35173729,Telemetry,2021-01-02 20:00:00
27,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.741622449,88,85,139.6314628,577.4986572,151.33939434,99.24182892,Telemetry,2021-01-01 16:00:00
44,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.612341546,80,97,194.5612207,221.2837816,105.15193996,59.0377897,Telemetry,2021-01-03 01:00:00
27,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,76,76,242.8254316,577.4986572,105.08569046,78.69912592,Telemetry,2021-01-01 17:00:00
23,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.497024095,79,95,209.5066393,545.2390252,177.97582254,77.4768789,Telemetry,2021-01-01 20:00:00
7,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.45114731,77,91,195.0349571,577.4986572,188.6799927,89.66705926,Telemetry,2021-01-02 22:00:00
20,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.62830838,82,93,207.6184073,336.0173965,141.02976401,56.20327759,Telemetry,2021-01-01 02:00:00
42,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.790523217,75,76,162.6020205,577.4986572,79.28147395,57.13047702,Telemetry,2021-01-01 10:00:00
36,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.598793181,72,93,194.555437,517.7807951,171.54662055,91.10331616,Telemetry,2021-01-02 04:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.108878985,85,76,222.204575,379.8393331,135.50378975,74.98546317,Telemetry,2021-01-02 22:00:00
41,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.522341149,80,79,202.9814406,373.807041,188.6799927,56.20327759,Telemetry,2021-01-01 23:00:00
21,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.360294167,82,76,243.0865792,342.2292006,89.80648218,67.7535099,Telemetry,2021-01-03 09:00:00
25,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.434927417,86,85,120.8823166,276.1000994,94.9617479,96.12394189,Telemetry,2021-01-01 00:00:00
32,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,70,88,253.5660858,577.4986572,152.38116488,95.25021734,Telemetry,2021-01-02 17:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.576808855,70,100,209.2787499,450.1934875,163.47893777,91.73230945,Telemetry,2021-01-03 15:00:00
39,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.108878985,77,77,120.9813062,340.3647827,188.6799927,90.43132015,Telemetry,2021-01-01 20:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.532077684,88,93,209.3403694,577.4986572,119.30469448,96.84826308,Telemetry,2021-01-02 01:00:00
19,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.298501547,79,76,190.6695153,409.4994005,76.41928864,79.92095347,Telemetry,2021-01-02 16:00:00
40,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.551968857,70,89,173.7874295,422.0686423,179.72910605,56.20327759,Telemetry,2021-01-02 02:00:00
31,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.597264805,80,89,179.2748636,373.2605484,188.6799927,71.80437032,Telemetry,2021-01-01 07:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.256795165,72,96,195.6374893,410.0012575,109.83100015,90.04496444,Telemetry,2021-01-01 20:00:00
26,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.715887351,71,76,237.819342,577.4986572,127.49561794,76.95221996,Telemetry,2021-01-02 21:00:00
45,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.401811502,70,89,122.8737413,321.5093244,175.5836337,98.54350952,Telemetry,2021-01-02 06:00:00
28,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.780871551,70,76,158.9732514,414.9438367,152.36647608,67.08207204,Telemetry,2021-01-02 01:00:00
22,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,74,88,167.5666427,451.8977494,76.41928864,56.20327759,Telemetry,2021-01-01 10:00:00
12,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.251329331,85,91,241.3830331,577.4986572,128.55805708,85.74311309,Telemetry,2021-01-02 08:00:00
49,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.51480342,75,79,145.7366191,516.2474495,83.22757009,77.75482455,Telemetry,2021-01-01 22:00:00
17,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.303344307,84,76,138.268304,423.876757,92.3247556,74.68805288,Telemetry,2021-01-01 06:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.461287393,70,100,253.5660858,187.5412711,154.9682034,94.38912116,Telemetry,2021-01-03 09:00:00
1,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.691209886,70,88,145.141217,446.4063953,113.67134135,71.38366858,Telemetry,2021-01-02 11:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.398579684,73,80,251.2201917,255.4873323,101.5546963,57.34593969,Telemetry,2021-01-02 10:00:00
1,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.745874887,81,76,149.4461176,577.4986572,121.233725,81.86098124,Telemetry,2021-01-01 17:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.450127536,79,90,146.0677433,449.4376555,76.41928864,78.19921355,Telemetry,2020-12-31 22:00:00
20,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.38271694,81,96,139.4581641,228.4492921,133.46464886,58.84445735,Telemetry,2021-01-02 03:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.195903071,70,94,138.291458,269.3426141,97.27304971,98.78930967,Telemetry,2021-01-02 16:00:00
18,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.478887314,70,79,194.8670956,577.4986572,139.05393817,56.20327759,Telemetry,2021-01-02 08:00:00
19,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.488621237,75,78,181.7369943,277.0312442,109.32004268,75.03333923,Telemetry,2021-01-01 08:00:00
43,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.770263976,72,76,137.0923193,399.1780267,76.41928864,85.6267207,Telemetry,2021-01-01 13:00:00
10,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.590148214,73,76,238.960971,466.9691436,76.41928864,91.68346923,Telemetry,2021-01-02 03:00:00
27,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,75,83,231.8113016,410.9211098,115.18538896,91.09048952,Telemetry,2021-01-02 12:00:00
39,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.578235732,75,76,245.2603746,246.239187,103.34516354,83.84982868,Telemetry,2021-01-02 02:00:00
38,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.500764761,88,76,217.6981133,464.7691545,184.13650552,92.63547768,Telemetry,2021-01-01 08:00:00
28,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.621786216,84,97,158.9169258,560.2459525,113.06464754,77.39278483,Telemetry,2021-01-02 05:00:00
