Supplier_Name,Supplier_Code,Alloy,Current_LB,New_LB,change
SUPPLIER A38,S092,A370,2.36,1.67,0.05
SUPPLIER A30,S038,A101,2.5,1.2,0.04
SUPPLIER C,S026,A348,2.04,1.34,0.04
SUPPLIER A60,S008,A372,2.18,1.25,0.07
SUPPLIER A49,S001,A374,1.73,1.54,0.08
SUPPLIER B,S087,A392,2.06,1.33,0.06
SUPPLIER A70,S059,A371,3.14,1.45,0.02
TOP DIE CASTING,S072,A372,1.66,1.73,0.05
SUPPLIER A2,S026,A369,2.46,1.9,0.04
SUPPLIER E,S018,A375,1.55,1.61,0.08
SUPPLIER AA,S025,A409,1.39,1.26,0.01
SUPPLIER A20,S078,A372,1.86,1.7,0.07
XYZ,S020,A367,2.41,1.37,0.06
SUPPLIER A6,S092,B747,2.09,1.39,0.05
SUPPLIER A61,S001,A390,1.52,1.57,0.04
SUPPLIER A65,S003,A399,3.14,1.2,0.05
BLUE METAL,S078,A375,3.14,1.28,0.03
SUPPLIER F,S044,A369,1.72,1.27,0.02
SUPPLIER A68,S042,A375,1.73,2.48,0.06
SUPPLIER A24,S051,A388,1.21,1.22,0.08
SUPPLIER A32,S092,A392,1.25,1.55,0.07
SUPPLIER AA,S035,A390,1.45,1.3,0.03
SUPPLIER A30,S001,A343,2.29,1.51,0.04
SUPPLIER A72,S074,A348,3.14,3.16,0.06
STRONG ALLOY,S016,A357,1.59,1.37,0.02
SUPPLIER A54,S051,A373,1.68,1.34,0.04
SUPPLIER A1,S019,A415,1.56,1.53,0.02
SUPPLIER A6,S026,A361,2.42,1.38,0.06
SUPPLIER A39,S056,A400,2.31,1.2,0.05
SUPPLIER A63,S015,A330,1.8,1.2,0.05
SUPPLIER A26,S021,A400,2.01,1.49,0.06
SUPPLIER A63,S010,A354,1.71,1.21,-0.0
ALOY MASTERS,S010,A369,2.12,1.78,-0.01
ALOY MASTERS,S090,A398,1.45,1.2,0.0
SUPPLIER A26,S048,A395,2.17,3.16,0.07
XYZ,S073,A377,1.82,1.2,0.07
SUPPLIER A4,S088,A360,2.04,1.44,0.05
SUPPLIER A22,S074,A330,1.69,1.45,0.03
STRONG ALLOY,S045,A101,1.64,1.63,-0.0
SUPPLIER A39,S072,A330,1.57,1.41,0.06
SUPPLIER A9,S046,A351,3.14,2.04,0.06
SUPPLIER A61,S090,A380,1.74,1.59,0.07
SUPPLIER A25,S020,A400,1.65,1.28,0.06
SUPPLIER A34,S075,A372,1.65,1.44,0.03
SUPPLIER A36,S075,A400,1.74,1.51,0.05
ABC Supplier,S030,A380,1.67,1.36,0.05
SUPPLIER A32,S025,A372,1.65,1.38,-0.01
SUPPLIER A38,S085,A375,1.7,3.16,0.06
SUPPLIER A18,S051,A378,1.67,1.49,0.0
SUPPLIER A50,S027,A347,1.36,1.33,0.03
SUPPLIER AD,S024,A400,1.62,1.39,0.04
SUPPLIER A50,S086,A330,1.63,1.22,0.03
SUPPLIER A2,S068,A377,1.7,1.43,0.05
SUPPLIER A68,S058,A375,2.61,1.2,0.04
SUPPLIER A36,S077,A408,2.28,1.25,0.06
SUPPLIER A39,S080,A400,1.67,1.43,0.02
ALOY MASTERS,S001,A372,2.15,1.24,0.08
XYZ,S026,A342,1.37,1.22,0.06
SUPPLIER A58,S001,A407,3.14,1.2,0.0
TOP DIE CASTING,S071,A351,1.93,1.2,0.04
SUPPLIER A55,S090,A400,2.25,1.63,0.01
SUPPLIER A27,S055,A409,1.47,1.33,0.03
SUPPLIER A53,S079,A405,1.71,1.4,0.07
SUPPLIER A32,S070,A330,2.23,1.25,0.02
SUPPLIER A73,S029,A377,1.87,1.28,0.03
SUPPLIER A68,S048,A398,1.36,1.47,0.05
SUPPLIER A17,S087,A392,2.17,1.29,0.01
SUPPLIER A7,S048,A354,1.6,1.71,0.04
SUPPLIER G,S058,A380,1.42,1.36,0.06
BLUE METAL,S037,A399,1.83,1.35,0.07
SUPPLIER AB,S080,A101,1.69,1.3,0.08
SUPPLIER A32,S035,A348,1.42,1.46,0.05
SUPPLIER A49,S001,A370,1.43,1.2,0.05
SUPPLIER A33,S087,A400,1.96,1.27,0.02
TOP DIE CASTING,S035,A408,2.15,1.2,0.04
SUPPLIER A53,S013,B747,2.03,1.64,0.08
SUPPLIER A54,S066,B747,1.96,1.47,0.02
SUPPLIER A54,S079,A393,2.37,2.62,0.05
SUPPLIER A28,S008,A364,2.2,1.54,0.06
SUPPLIER A29,S057,A364,2.0,1.52,0.03
SUPPLIER AD,S006,A400,2.35,1.45,0.01
SUPPLIER B,S001,A388,1.59,1.36,0.05
SUPPLIER A26,S066,A412,1.84,1.61,0.05
SUPPLIER A22,S077,A399,2.14,1.46,0.01
SUPPLIER A43,S090,A369,1.43,1.22,0.07
SUPPLIER AC,S019,A348,1.97,1.85,0.0
SUPPLIER A26,S028,A392,1.99,1.51,0.05
SUPPLIER A72,S070,A392,1.65,1.36,0.05
SUPPLIER F,S057,A399,2.37,1.49,0.02
SUPPLIER A18,S042,A400,2.17,1.27,0.07
SUPPLIER A17,S051,A397,1.69,1.58,0.02
SUPPLIER F,S016,A409,1.53,1.34,0.02
SUPPLIER A9,S071,A346,2.18,1.29,0.03
SUPPLIER E,S006,A349,2.3,1.31,0.02
SUPPLIER A30,S057,A340,2.4,1.2,0.06
STRONG ALLOY,S022,A341,2.09,1.44,0.03
SUPPLIER D,S088,A415,1.64,1.36,-0.0
SUPPLIER A65,S016,A369,1.4,1.2,0.06
XPZ Supp,S075,A380,2.35,1.2,0.02
SUPPLIER A60,S044,B747,3.14,1.33,0.05
ABC Supplier,S061,A393,1.26,1.51,0.03
SUPPLIER A62,S003,A350,1.77,1.2,0.03
SUPPLIER A22,S085,A400,1.98,2.06,0.03
SUPPLIER C,S019,A101,2.16,1.82,0.03
SUPPLIER A52,S037,A372,1.33,1.42,0.05
SUPPLIER A72,S032,A405,3.14,1.2,0.04
SUPPLIER A61,S054,A348,1.56,1.49,0.07
SUPPLIER A6,S070,A101,1.53,1.92,0.07
SUPPLIER A49,S093,A366,1.73,1.51,0.04
SUPPLIER A43,S038,A400,1.93,1.45,0.03
SUPPLIER A61,S078,A398,1.94,1.35,-0.0
BLUE METAL,S015,A403,1.51,1.2,0.02
SUPPLIER A18,S083,A415,2.06,1.23,0.07
TOP DIE CASTING,S026,A399,2.19,1.66,0.07
TOP DIE CASTING,S003,A410,2.09,1.26,0.06
STRONG ALLOY,S079,A407,1.43,1.2,0.01
SUPPLIER A2,S051,A376,2.23,1.42,0.03
SUPPLIER A62,S013,A352,1.67,1.51,0.07
SUPPLIER A10,S066,A400,1.33,1.38,0.02
SUPPLIER A19,S063,A320,1.6,1.33,0.05
SUPPLIER A38,S052,A341,1.43,1.33,0.06
SUPPLIER A66,S044,A363,1.8,1.59,0.03
SUPPLIER A68,S040,A371,1.82,1.29,0.06
SUPPLIER A19,S024,A405,1.66,1.56,0.03
SUPPLIER A19,S032,A340,1.64,1.24,0.01
SUPPLIER A44,S038,A375,1.37,1.45,0.04
TOP DIE CASTING,S041,A347,1.56,1.21,0.01
SUPPLIER A17,S044,A340,1.73,1.37,0.07
SUPPLIER AB,S026,A341,1.34,1.24,0.07
SUPPLIER A52,S070,A373,2.2,2.16,0.04
SUPPLIER A58,S083,A400,2.21,1.49,0.06
XPZ Supp,S032,A372,1.89,1.4,0.03
SUPPLIER F,S057,A386,1.57,1.35,0.05
SUPPLIER A26,S057,A351,1.31,1.36,0.01
SUPPLIER A43,S090,A388,1.51,1.2,0.0
SUPPLIER A24,S016,A354,2.1,1.43,0.05
SUPPLIER A9,S009,A340,1.38,1.39,0.03
SUPPLIER A21,S035,A340,1.94,3.16,0.06
SUPPLIER A34,S029,A376,1.64,3.16,0.01
SUPPLIER A34,S025,A340,1.56,1.33,0.05
TOP DIE CASTING,S001,A400,1.63,1.28,0.02
SUPPLIER A29,S029,A399,1.66,3.16,0.01
SUPPLIER A55,S011,A401,1.6,1.24,0.06
SUPPLIER A61,S022,A395,2.22,1.22,0.05
SUPPLIER A6,S039,A351,2.22,1.52,0.04
SUPPLIER A4,S006,A386,1.4,2.38,0.03
SUPPLIER G,S039,A371,1.77,1.43,0.07
SUPPLIER A24,S009,A371,1.98,1.2,0.05
SUPPLIER A3,S018,A340,1.97,1.35,0.01
SUPPLIER A27,S051,A357,1.77,1.28,0.07
SUPPLIER AB,S082,A380,3.14,1.48,0.03
SUPPLIER A41,S023,B747,2.27,1.2,0.03
SUPPLIER A48,S071,A386,2.8,1.36,-0.0
SUPPLIER A73,S075,A410,3.14,1.25,0.02
SUPPLIER A8,S054,A386,1.75,1.44,0.0
SUPPLIER A4,S082,B747,2.18,1.2,0.01
SUPPLIER B,S027,A408,1.59,1.45,0.07
SUPPLIER A24,S057,A364,1.55,1.25,0.06
SUPPLIER A26,S042,A396,1.53,1.22,0.05
SUPPLIER A39,S087,A320,1.48,1.62,0.05
SUPPLIER A2,S032,A407,2.27,1.46,0.04
SUPPLIER B,S063,A375,1.64,1.2,0.03
SUPPLIER A34,S059,A399,1.67,1.34,0.06
SUPPLIER H,S023,A400,1.64,1.68,0.04
SUPPLIER A43,S078,A374,1.71,1.61,0.04
SUPPLIER A32,S035,A408,1.49,1.55,0.03
SUPPLIER A5,S061,A366,1.76,1.3,0.04
SUPPLIER A62,S078,A388,1.86,1.2,0.05
SUPPLIER A28,S093,A320,1.45,1.21,0.02
SUPPLIER A3,S038,A375,1.65,1.47,0.06
SUPPLIER A38,S047,A400,2.46,1.39,0.05
SUPPLIER A70,S086,A415,2.36,1.46,-0.01
SUPPLIER F,S058,B747,1.92,1.6,0.03
SUPPLIER A38,S047,A359,2.17,1.2,0.03
SUPPLIER A58,S019,A381,1.61,3.02,0.05
SUPPLIER AA,S023,A380,2.24,1.42,0.01
ALOY MASTERS,S053,B747,1.86,1.49,0.05
SUPPLIER A62,S056,A405,1.45,1.28,0.2
SUPPLIER AD,S039,A365,1.87,1.29,0.01
SUPPLIER A32,S055,A363,2.75,1.84,-0.0
XYZ,S054,A412,1.68,1.53,0.05
SUPPLIER A37,S043,A101,2.21,1.33,0.03
SUPPLIER A64,S046,A375,1.43,1.35,0.06
SUPPLIER A51,S057,A366,3.14,1.62,0.04
SUPPLIER A10,S048,A400,1.67,1.27,0.06
SUPPLIER AC,S051,A402,1.65,1.25,0.05
SUPPLIER A70,S079,A415,2.01,1.44,0.05
SUPPLIER A1,S082,A393,1.51,1.46,0.01
SUPPLIER A67,S090,A393,1.63,1.2,0.01
SUPPLIER A53,S086,A369,1.72,1.4,0.05
SUPPLIER A62,S006,A340,2.4,1.34,0.05
BLUE METAL,S093,A345,2.11,1.38,0.04
SUPPLIER A73,S086,A383,2.13,1.5,0.03
SUPPLIER A32,S029,A388,2.44,1.63,0.04
ALOY MASTERS,S045,A407,2.11,1.22,0.04
ALOY MASTERS,S022,A345,2.07,1.33,0.02
SUPPLIER A17,S035,A372,1.68,1.21,0.08
SUPPLIER A50,S006,A408,2.32,1.37,0.03
TOP DIE CASTING,S059,A380,1.26,1.45,0.05
SUPPLIER A51,S049,A400,1.71,3.16,0.07
SUPPLIER H,S042,A406,1.63,1.82,0.05
TOP DIE CASTING,S088,A401,2.25,1.97,0.03
SUPPLIER H,S080,A408,3.14,1.53,0.05
TOP DIE CASTING,S046,A348,1.86,1.43,0.01
SUPPLIER A37,S023,A400,2.31,1.21,0.05
SUPPLIER AC,S077,A377,3.14,1.58,0.05
SUPPLIER A32,S002,A369,2.18,1.25,0.02
SUPPLIER A33,S077,A415,2.16,1.35,0.03
SUPPLIER A18,S038,A402,1.29,1.56,0.06
SUPPLIER A10,S047,A397,2.16,1.27,0.04
SUPPLIER A63,S085,A414,3.14,1.99,0.06
SUPPLIER A61,S008,A101,1.77,1.24,0.05
SUPPLIER A27,S001,A375,2.09,1.84,0.03
SUPPLIER H,S037,A320,1.82,1.35,0.06
SUPPLIER A3,S024,A388,1.72,1.37,0.02
SUPPLIER A19,S068,A348,1.6,1.2,0.0
SUPPLIER A28,S070,A376,1.28,1.46,0.04
SUPPLIER A10,S041,A405,1.44,1.32,0.02
SUPPLIER A52,S007,A330,1.58,2.16,0.06
STRONG ALLOY,S016,A390,1.48,2.26,0.06
SUPPLIER A10,S032,A399,1.76,1.29,0.06
SUPPLIER A31,S013,A400,1.68,1.22,0.05
SUPPLIER A66,S016,A372,1.52,1.29,0.07
SUPPLIER C,S008,A414,2.21,1.2,0.03
SUPPLIER A27,S023,A390,1.6,1.2,0.03
SUPPLIER A73,S014,A388,2.11,2.24,0.02
SUPPLIER A8,S049,A364,1.59,1.54,0.02
TOP DIE CASTING,S026,A380,1.7,1.51,0.05
SUPPLIER A66,S021,A376,1.7,1.2,0.03
STRONG ALLOY,S024,A400,2.35,1.25,0.01
XPZ Supp,S086,A388,1.8,1.23,0.05
SUPPLIER A18,S040,A409,2.17,1.33,0.04
SUPPLIER A49,S058,A380,1.77,1.39,0.06
TOP DIE CASTING,S039,A390,1.68,1.7,0.2
SUPPLIER A46,S014,A366,1.73,1.27,0.07
SUPPLIER A59,S042,A386,2.08,1.2,0.05
SUPPLIER AC,S082,A378,1.59,1.41,0.06
SUPPLIER A58,S037,A400,1.98,1.31,0.06
ALOY MASTERS,S045,A365,1.49,2.1,0.04
SUPPLIER E,S028,A399,1.67,1.61,0.05
SUPPLIER A9,S072,A360,2.42,1.26,0.04
TOP DIE CASTING,S074,A394,1.62,1.29,0.0
SUPPLIER A59,S043,A361,3.14,1.43,0.05
SUPPLIER A33,S081,A388,3.14,1.5,0.02
SUPPLIER A53,S035,A343,1.69,1.44,0.03
SUPPLIER A31,S090,A359,2.91,1.53,0.06
SUPPLIER A67,S069,A362,3.14,1.35,0.01
SUPPLIER A2,S069,A380,1.44,1.36,0.05
SUPPLIER A37,S009,A388,1.52,1.41,0.01
SUPPLIER A35,S048,A360,1.38,1.2,0.05
SUPPLIER A49,S077,A406,2.51,1.54,0.06
SUPPLIER B,S054,A360,1.54,1.8,0.04
SUPPLIER A49,S071,A348,1.71,1.26,-0.01
SUPPLIER A29,S019,A400,1.63,1.47,0.05
SUPPLIER A55,S079,A407,1.92,1.43,0.03
SUPPLIER A53,S055,A344,1.69,1.4,0.04
SUPPLIER A3,S061,A350,2.51,1.2,0.01
SUPPLIER A37,S075,A412,1.36,1.56,0.03
SUPPLIER A19,S021,A405,2.27,1.2,0.01
SUPPLIER A58,S054,A415,2.4,1.22,0.07
SUPPLIER A23,S018,A374,2.49,3.16,0.06
SUPPLIER A72,S090,A366,1.53,1.47,0.06
SUPPLIER A73,S030,A368,2.33,1.33,0.06
SUPPLIER A64,S085,A101,2.33,1.23,0.02
TOP DIE CASTING,S083,A380,1.63,1.24,0.06
SUPPLIER A68,S075,A374,1.76,1.28,0.05
SUPPLIER A73,S041,A330,1.76,1.4,0.06
SUPPLIER A56,S046,A364,2.5,1.39,-0.02
SUPPLIER A56,S009,A370,3.14,1.46,0.01
SUPPLIER D,S027,A373,1.64,1.44,-0.03
STRONG ALLOY,S045,A360,2.4,1.53,0.03
SUPPLIER A4,S006,A341,1.5,1.2,0.06
SUPPLIER A62,S052,A388,2.39,1.48,0.05
SUPPLIER A31,S016,A367,3.14,1.55,0.05
SUPPLIER A44,S073,A367,2.21,1.28,0.05
SUPPLIER A25,S026,A386,2.27,1.47,0.05
SUPPLIER A18,S082,A391,1.42,1.21,0.04
SUPPLIER A5,S041,A366,1.59,1.61,0.03
ALOY MASTERS,S076,A390,2.02,1.47,-0.01
SUPPLIER A5,S069,A375,2.25,1.26,0.05
SUPPLIER A20,S020,A388,2.04,1.48,0.02
SUPPLIER A6,S020,A351,1.27,1.26,0.04
ALOY MASTERS,S009,A397,1.39,1.39,0.05
SUPPLIER A73,S026,A402,2.3,1.73,0.05
SUPPLIER A66,S093,A101,2.28,3.16,0.01
SUPPLIER A8,S063,A345,1.5,1.37,0.07
SUPPLIER A44,S013,A359,2.0,1.2,0.04
SUPPLIER A4,S024,A361,1.79,1.66,0.03
SUPPLIER A28,S020,A372,2.39,1.39,0.01
SUPPLIER A18,S051,A348,1.48,1.22,0.08
SUPPLIER A24,S019,A375,1.56,1.68,0.05
SUPPLIER A67,S093,A400,1.64,1.28,0.05
SUPPLIER D,S028,A366,2.22,1.35,0.07
SUPPLIER A48,S047,A377,1.55,1.25,-0.01
SUPPLIER A38,S077,A400,1.64,1.44,0.05
SUPPLIER A8,S016,A377,2.15,1.41,0.05
SUPPLIER A54,S022,A342,1.43,1.34,0.04
SUPPLIER B,S040,A369,1.56,1.2,0.07
SUPPLIER A59,S069,A360,2.3,1.2,0.03
SUPPLIER A52,S019,A368,1.55,1.39,0.05
SUPPLIER A26,S061,A400,1.68,2.01,0.0
TOP DIE CASTING,S011,A396,2.44,1.39,0.06
SUPPLIER A10,S086,A377,2.02,1.59,0.03
SUPPLIER A26,S087,A415,1.98,1.34,0.04
SUPPLIER A32,S037,A400,2.27,1.2,0.0
SUPPLIER A22,S001,A372,2.4,1.46,0.03
SUPPLIER A12,S087,A400,1.59,1.84,0.05
SUPPLIER A6,S088,A401,1.48,1.49,0.05
SUPPLIER A46,S053,B747,1.74,1.52,0.04
SUPPLIER A54,S070,A362,1.37,1.2,0.03
SUPPLIER A58,S073,A402,1.38,1.22,0.05
SUPPLIER A18,S092,A399,1.64,1.69,0.05
SUPPLIER A23,S002,A347,1.77,1.78,0.04
SUPPLIER A52,S023,A349,1.91,1.32,0.04
SUPPLIER H,S023,A400,1.59,1.36,0.04
SUPPLIER A17,S037,A390,1.36,1.46,0.05
SUPPLIER A4,S025,A341,3.14,1.37,0.05
SUPPLIER A27,S043,A399,1.62,1.38,0.07
SUPPLIER A22,S085,A369,1.93,1.44,0.07
SUPPLIER A29,S080,A377,2.21,1.39,0.07
SUPPLIER A50,S021,A365,1.21,1.51,0.05
SUPPLIER A57,S002,A379,1.55,1.2,0.04
SUPPLIER A62,S084,A401,2.74,1.52,0.06
SUPPLIER A70,S057,A397,1.63,1.59,0.03
SUPPLIER A4,S019,A391,1.59,1.31,0.03
SUPPLIER C,S026,A396,1.42,1.54,0.05
SUPPLIER A5,S082,A414,1.74,1.24,0.06
SUPPLIER A62,S003,A372,1.66,1.26,0.06
SUPPLIER A63,S058,A400,1.73,1.28,0.07
SUPPLIER A43,S088,A346,1.52,1.59,0.06
SUPPLIER A53,S056,A391,1.8,1.2,0.05
SUPPLIER A67,S035,A344,1.71,1.51,0.05
SUPPLIER A22,S088,A415,1.54,1.46,0.03
SUPPLIER A48,S073,A378,1.7,1.23,0.02
XPZ Supp,S075,A400,1.6,1.48,-0.0
STRONG ALLOY,S074,A399,1.72,1.5,0.02
SUPPLIER A6,S077,A375,1.67,1.39,0.04
SUPPLIER A6,S020,A402,1.62,1.48,0.06
SUPPLIER A68,S072,A412,2.02,1.2,0.05
SUPPLIER A41,S039,A372,1.7,3.16,0.03
TOP DIE CASTING,S037,A347,2.41,1.27,0.0
TOP DIE CASTING,S001,A340,2.53,1.52,0.06
SUPPLIER A33,S068,A405,1.69,1.45,0.02
SUPPLIER A25,S012,A346,2.24,1.44,0.05
SUPPLIER AB,S029,A352,2.36,1.22,0.02
SUPPLIER B,S041,A364,1.62,1.47,0.03
SUPPLIER A20,S030,A404,2.3,1.2,0.04
SUPPLIER A21,S056,A407,2.38,1.2,0.05
ABC Supplier,S068,A340,2.38,1.2,-0.03
SUPPLIER A38,S025,A351,1.68,1.47,0.0
SUPPLIER A51,S029,A407,2.14,1.51,0.03
SUPPLIER A9,S086,A330,2.4,1.51,0.01
SUPPLIER A10,S069,A398,2.26,1.32,0.04
ALOY MASTERS,S088,A366,2.22,1.65,0.04
SUPPLIER A4,S030,A371,1.28,1.54,0.03
SUPPLIER A49,S013,A378,2.89,1.2,0.06
SUPPLIER D,S019,A372,1.58,1.26,0.05
SUPPLIER A61,S018,A380,1.33,1.2,0.01
TOP DIE CASTING,S055,A390,2.4,1.2,0.06
SUPPLIER A36,S019,A370,2.31,1.81,0.02
SUPPLIER A1,S019,A388,1.68,1.42,0.04
SUPPLIER A41,S037,A375,1.7,2.96,-0.01
SUPPLIER A43,S011,A386,1.67,1.43,0.04
SUPPLIER G,S032,A397,1.67,1.82,0.03
SUPPLIER A41,S024,A385,1.51,1.2,0.07
SUPPLIER A57,S049,A383,2.06,1.5,0.05
SUPPLIER AD,S055,A340,2.39,1.59,0.06
SUPPLIER A65,S049,A400,2.3,1.43,0.04
SUPPLIER A31,S077,A340,1.92,1.2,0.03
SUPPLIER A5,S051,A380,1.58,1.63,0.06
TOP DIE CASTING,S008,A400,2.22,1.59,0.05
SUPPLIER A6,S037,A345,1.99,1.32,0.06
SUPPLIER C,S020,A396,1.37,1.2,0.0
XYZ,S002,A399,1.55,1.49,0.05
SUPPLIER A20,S083,A393,1.55,1.2,0.06
SUPPLIER A58,S047,A390,2.34,1.44,0.0
SUPPLIER E,S016,A374,1.71,1.6,0.05
STRONG ALLOY,S058,A400,2.07,1.52,0.07
SUPPLIER A67,S024,A388,2.46,1.44,0.06
SUPPLIER A10,S064,A340,2.14,1.45,0.05
SUPPLIER A3,S053,A380,1.59,1.2,0.06
SUPPLIER A72,S014,A372,2.09,1.51,0.06
SUPPLIER A62,S003,A364,2.14,1.31,0.04
SUPPLIER A25,S070,A368,1.91,1.47,0.06
SUPPLIER A54,S035,A402,1.72,1.5,0.04
STRONG ALLOY,S013,A350,3.14,1.99,0.01
SUPPLIER A73,S008,A370,2.26,1.2,0.06
ABC Supplier,S040,A415,2.41,1.54,0.07
SUPPLIER A61,S001,B747,2.32,1.33,0.05
SUPPLIER G,S074,A385,1.5,1.47,0.03
SUPPLIER A56,S022,A363,1.76,1.29,-0.01
SUPPLIER A58,S043,A341,2.27,1.2,0.08
TOP DIE CASTING,S047,A347,1.82,1.39,0.01
SUPPLIER A25,S043,A343,3.14,1.25,-0.02
SUPPLIER A53,S084,A367,1.49,3.16,0.04
SUPPLIER A51,S087,A404,2.21,1.53,0.06
SUPPLIER A33,S092,A371,1.59,1.31,0.06
SUPPLIER A24,S021,A393,1.5,1.2,0.08
SUPPLIER A46,S043,A392,1.6,1.39,0.04
SUPPLIER A29,S074,A407,1.65,2.0,0.06
SUPPLIER A12,S081,A370,1.95,1.27,0.06
TOP DIE CASTING,S018,A394,1.68,1.2,0.02
SUPPLIER A43,S057,A398,2.12,1.32,0.06
SUPPLIER A19,S048,A414,1.58,1.2,0.03
SUPPLIER G,S054,A376,1.72,1.31,0.02
XYZ,S028,A350,1.72,1.31,0.03
TOP DIE CASTING,S047,A349,1.31,1.52,0.06
SUPPLIER A38,S075,A372,1.73,1.21,0.06
SUPPLIER A32,S055,A341,2.35,1.32,0.04
SUPPLIER A51,S079,A341,1.61,1.2,0.02
SUPPLIER A57,S092,A370,1.52,1.53,0.03
SUPPLIER A43,S037,A373,2.04,1.34,0.06
SUPPLIER A24,S042,A376,1.76,1.22,0.07
SUPPLIER H,S032,A363,2.39,1.48,0.03
SUPPLIER A17,S003,A101,1.66,1.41,0.03
SUPPLIER A39,S001,A372,1.52,1.31,0.06
SUPPLIER A63,S022,A352,1.54,1.44,0.02
SUPPLIER A2,S081,A415,1.61,1.42,0.04
SUPPLIER A6,S030,A399,1.71,1.43,0.02
SUPPLIER A7,S017,A347,1.38,1.2,0.07
SUPPLIER A29,S093,A400,1.68,1.2,0.05
SUPPLIER A65,S051,A364,1.54,1.3,0.05
STRONG ALLOY,S001,A393,2.12,1.5,0.0
SUPPLIER H,S073,A344,1.97,1.44,0.05
SUPPLIER A44,S083,A404,2.09,1.49,0.07
ALOY MASTERS,S032,A388,1.52,1.24,0.06
SUPPLIER A21,S006,B747,1.49,1.58,0.01
XYZ,S045,A101,3.14,1.52,0.03
SUPPLIER A33,S045,A397,1.5,1.2,0.06
SUPPLIER A15,S012,A368,1.22,1.41,0.03
XYZ,S051,A393,1.5,1.29,0.04
SUPPLIER AA,S081,A396,1.76,2.08,0.07
SUPPLIER A36,S047,A350,1.97,1.53,0.04
BLUE METAL,S024,A360,3.14,1.72,0.01
SUPPLIER A73,S092,A378,1.6,1.68,0.07
SUPPLIER A62,S068,A405,2.4,1.52,0.07
SUPPLIER A68,S009,A393,3.14,2.38,0.04
SUPPLIER F,S068,A401,1.56,1.43,0.05
SUPPLIER G,S080,A345,2.13,1.32,0.07
