#group,false,false,true,true,false,false,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,bucket,engine,id,path,walPath
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T07:56:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:00:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:04:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:08:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:12:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:16:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:20:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:24:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:28:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:32:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:36:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:40:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:44:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:48:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:52:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T08:56:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:00:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:04:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:08:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:12:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:16:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:20:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:24:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:28:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:32:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:36:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:40:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:44:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:48:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:52:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T09:56:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:00:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:04:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:08:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:12:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:16:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:20:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:24:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:28:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:32:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:36:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:40:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:44:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:48:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:52:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T10:56:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:00:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:04:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:08:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:12:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:16:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:20:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:24:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:28:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:32:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:36:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:40:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:44:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:48:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:52:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T11:56:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T12:00:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T12:04:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T12:08:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T12:12:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
,,0,2022-07-21T06:00:22.3287177Z,2022-07-22T06:00:22.3287177Z,2022-07-21T12:16:00Z,0,counter,storage_cache_writes_err,856e116a5a56c9c0,tsm1,1,C:\Users\gcpuser\.influxdbv2\engine\data\856e116a5a56c9c0\autogen\1,C:\Users\gcpuser\.influxdbv2\engine\wal\856e116a5a56c9c0\autogen\1
