session_id,user_id,device,os,minutes
349,343,tablet,ios,10
350,343,mobile,android,25
351,344,mobile,ios,34
352,346,mobile,android,32
353,347,tablet,ios,21
354,347,tablet,ios,14
355,347,mobile,ios,15
356,349,tablet,ios,34
357,351,tablet,ios,9
358,351,tablet,ios,16
359,352,mobile,android,24
360,352,mobile,android,13
361,353,mobile,android,22
362,354,tablet,ios,8
363,354,tablet,android,8
364,355,mobile,ios,10
365,357,mobile,ios,18
366,358,tablet,android,22
367,358,mobile,ios,20
368,359,mobile,ios,11
369,360,mobile,ios,8
370,360,mobile,android,8
371,360,mobile,android,7
372,363,mobile,android,18
373,364,mobile,ios,15
374,365,tablet,ios,24
375,365,mobile,android,29
376,365,tablet,android,21
377,366,tablet,android,32
378,367,mobile,android,10
379,367,mobile,android,11
380,368,tablet,android,24
381,368,mobile,ios,21
382,369,tablet,ios,25
383,371,mobile,android,7
384,372,tablet,ios,9
385,372,mobile,ios,22
386,373,mobile,ios,34
387,374,mobile,android,22
388,376,tablet,android,9
389,377,mobile,android,8
390,378,mobile,ios,20
391,378,tablet,ios,27
392,379,tablet,android,34
393,380,mobile,ios,34
394,381,mobile,android,7
395,382,mobile,android,16
396,382,tablet,android,30
397,382,mobile,ios,18
398,383,tablet,ios,34
399,384,mobile,ios,12
400,385,mobile,android,10
401,385,mobile,android,31
402,386,mobile,ios,31
403,388,mobile,android,15
404,389,tablet,ios,16
405,390,tablet,ios,28
406,391,mobile,ios,22
407,391,mobile,ios,17
408,392,mobile,ios,26
409,393,tablet,android,21
410,393,tablet,android,24
411,394,tablet,android,19
412,395,tablet,android,26
413,395,tablet,android,23
414,397,mobile,ios,17
415,397,mobile,ios,24
416,398,mobile,android,20
417,399,mobile,android,24
418,401,tablet,android,17
419,402,mobile,android,7
420,402,mobile,ios,9
421,403,mobile,ios,23
422,405,mobile,ios,25
423,408,mobile,ios,12
424,408,mobile,ios,19
425,410,mobile,ios,18
426,410,mobile,ios,23
427,412,mobile,ios,27
428,413,tablet,ios,10
429,413,tablet,ios,14
430,415,mobile,android,29
431,415,tablet,ios,29
432,415,mobile,ios,27
433,418,mobile,android,34
434,420,tablet,ios,15
435,420,tablet,android,21
436,420,tablet,android,18
437,421,mobile,ios,19
438,421,mobile,ios,11
439,424,tablet,ios,19
440,425,mobile,ios,34
441,425,mobile,android,11
442,426,mobile,ios,30
443,426,mobile,android,20
444,427,tablet,android,23
445,428,mobile,ios,20
446,430,mobile,android,11
447,430,mobile,ios,14
448,430,mobile,android,17
449,431,mobile,android,29
450,432,tablet,ios,7
451,433,tablet,ios,9
452,433,tablet,android,21
453,436,tablet,ios,11
454,437,tablet,android,25
455,437,tablet,ios,25
456,438,mobile,ios,33
457,438,mobile,ios,10
458,439,mobile,ios,25
459,441,mobile,ios,20
460,442,mobile,android,28
461,443,mobile,android,24
462,444,mobile,ios,22
463,446,mobile,android,11
464,448,tablet,ios,12
465,448,tablet,ios,7
466,449,mobile,ios,15
467,450,tablet,ios,9
468,450,mobile,ios,10
469,450,mobile,android,18
470,451,mobile,ios,21
471,452,mobile,android,24
472,453,tablet,ios,7
473,453,tablet,android,11
474,454,mobile,ios,17
475,455,mobile,ios,34
476,455,mobile,android,16
477,456,mobile,ios,7
478,457,mobile,ios,29
479,458,mobile,ios,12
480,458,mobile,ios,21
481,464,tablet,android,7
482,464,mobile,android,8
483,465,mobile,android,7
484,466,mobile,android,18
485,467,mobile,android,22
486,467,tablet,android,10
487,468,mobile,android,14
488,469,mobile,android,29
489,471,tablet,ios,22
490,471,tablet,ios,27
491,472,tablet,android,17
492,472,mobile,android,31
493,475,mobile,android,22
494,476,tablet,ios,24
495,477,tablet,ios,18
496,478,mobile,ios,18
497,479,mobile,android,10
498,479,mobile,android,8
499,480,mobile,ios,16
500,481,tablet,android,34
501,482,mobile,ios,22
502,482,mobile,android,14
503,483,tablet,ios,27
504,484,tablet,android,27
505,484,tablet,android,19
506,485,mobile,android,13
507,486,mobile,ios,19
508,487,mobile,ios,24
509,487,tablet,ios,7
510,488,tablet,ios,14
511,490,mobile,android,21
512,492,tablet,ios,14
513,492,tablet,ios,25
514,493,mobile,ios,16
515,495,tablet,ios,20
516,497,mobile,android,16
517,497,mobile,android,7
518,500,tablet,ios,12
519,501,mobile,android,28
520,501,mobile,android,20
521,501,mobile,ios,13
522,502,tablet,ios,13
523,502,tablet,ios,24
524,502,tablet,ios,18
525,504,tablet,android,7
526,504,tablet,android,19
527,505,mobile,android,29
528,506,tablet,ios,13
529,507,mobile,android,17
530,508,tablet,ios,34
531,508,tablet,ios,28
532,509,mobile,android,21
533,510,mobile,android,33
534,512,tablet,android,10
535,513,tablet,ios,19
536,514,mobile,android,10
537,516,mobile,ios,13
538,516,tablet,ios,27
539,516,mobile,ios,12
540,517,mobile,android,13
541,518,tablet,ios,22
542,519,tablet,android,7
543,519,mobile,android,19
544,520,mobile,android,27
545,521,mobile,android,34
546,523,mobile,ios,15
547,525,mobile,android,23
548,526,tablet,android,11
549,526,mobile,android,7
550,527,tablet,ios,29
551,528,mobile,android,16
552,529,tablet,ios,16
553,529,tablet,android,10
554,530,mobile,android,18
555,531,mobile,android,20
556,532,tablet,ios,16
557,532,tablet,ios,23
558,533,mobile,ios,27
559,535,mobile,android,16
560,536,mobile,ios,34
561,537,mobile,android,27
562,538,mobile,android,15
563,538,tablet,android,14
564,540,mobile,android,13
565,540,mobile,android,12
566,543,mobile,ios,11
567,544,mobile,android,15
568,545,tablet,ios,34
569,547,mobile,ios,22
570,548,tablet,ios,10
571,551,mobile,ios,12
572,552,tablet,ios,7
573,552,mobile,ios,8
574,553,mobile,android,20
575,554,tablet,ios,17
576,554,tablet,android,25
577,555,mobile,ios,15
578,557,mobile,ios,20
579,558,tablet,android,34
580,559,tablet,android,32
581,560,mobile,android,21
582,562,tablet,android,24
583,563,tablet,android,30
584,564,tablet,ios,24
585,564,tablet,ios,19
586,565,mobile,android,18
587,566,mobile,ios,18
588,566,tablet,ios,7
589,567,tablet,ios,34
590,568,tablet,android,17
591,568,tablet,ios,17
592,570,tablet,ios,25
593,571,mobile,android,21
594,573,tablet,ios,13
595,574,tablet,android,7
596,574,mobile,android,7
597,575,tablet,android,28
598,576,mobile,android,14
599,577,tablet,ios,15
600,577,tablet,ios,19
601,577,tablet,ios,16
602,578,mobile,ios,19
603,579,tablet,ios,23
604,579,mobile,ios,15
605,580,mobile,android,7
606,581,mobile,ios,9
607,582,mobile,ios,10
608,583,mobile,ios,34
609,585,mobile,ios,16
610,586,mobile,ios,24
611,587,tablet,ios,12
612,588,tablet,android,30
613,588,tablet,ios,33
614,589,tablet,ios,25
615,589,mobile,android,18
616,589,mobile,android,22
617,590,mobile,android,10
618,592,mobile,android,22
619,594,mobile,ios,17
620,596,tablet,ios,23
621,597,mobile,android,25
622,598,mobile,android,23
623,599,mobile,ios,24
624,603,tablet,ios,15
625,603,mobile,ios,34
626,604,mobile,ios,23
627,607,tablet,ios,15
628,607,tablet,ios,13
629,607,tablet,ios,15
630,608,mobile,ios,9
631,608,tablet,ios,25
632,609,tablet,android,29
633,611,mobile,ios,19
634,611,mobile,ios,28
635,612,tablet,ios,8
636,613,mobile,ios,30
637,613,mobile,ios,32
638,614,tablet,ios,21
639,614,tablet,android,19
640,616,tablet,android,21
641,617,mobile,android,16
642,617,mobile,android,16
643,619,mobile,android,32
644,620,tablet,ios,28
645,621,mobile,ios,14
646,621,mobile,ios,8
647,622,mobile,android,11
648,623,tablet,ios,7
649,624,mobile,android,34
650,626,mobile,ios,25
651,626,mobile,android,25
652,627,tablet,ios,28
653,628,mobile,android,25
654,628,mobile,ios,17
655,629,tablet,android,13
656,631,tablet,android,25
657,632,tablet,android,26
658,632,tablet,ios,17
659,633,mobile,android,14
660,633,tablet,android,25
661,634,tablet,android,27
662,634,tablet,ios,24
663,636,mobile,ios,24
664,637,tablet,ios,20
665,638,mobile,ios,13
666,640,tablet,ios,29
667,642,mobile,android,23
668,645,mobile,ios,11
669,646,tablet,android,26
670,647,mobile,android,7
671,648,tablet,ios,19
672,649,mobile,ios,32
673,650,mobile,ios,27
674,651,mobile,android,26
675,651,mobile,ios,23
676,654,tablet,android,10
677,655,mobile,android,21
678,656,mobile,ios,32
679,657,mobile,android,34
680,660,tablet,ios,17
681,661,mobile,ios,31
682,662,mobile,android,7
683,662,mobile,android,7
684,663,mobile,ios,32
685,664,tablet,android,25
686,664,mobile,android,19
687,665,mobile,android,29
688,666,tablet,ios,13
689,668,tablet,android,34
690,669,mobile,android,28
691,670,mobile,android,30
692,670,tablet,android,22
693,671,mobile,android,7
694,672,tablet,ios,21
695,673,mobile,android,19
696,673,mobile,android,22
697,676,mobile,ios,16
698,677,tablet,ios,21
699,677,mobile,android,26
700,680,mobile,android,34
701,680,mobile,ios,33
702,681,tablet,ios,12
703,681,tablet,android,8
704,682,mobile,android,25
705,683,tablet,ios,14
706,684,mobile,android,34
707,684,mobile,android,32
708,686,mobile,ios,34
709,686,mobile,ios,34
710,687,tablet,android,18
711,687,tablet,ios,8
712,688,tablet,ios,34
713,688,mobile,android,24
714,691,tablet,android,30
715,691,tablet,android,33
716,692,mobile,ios,8
717,693,mobile,android,28
718,695,tablet,ios,16
719,696,mobile,ios,11
720,696,mobile,android,17
721,697,mobile,ios,12
722,698,mobile,android,17
723,699,tablet,android,23
724,700,tablet,ios,7
725,701,tablet,android,7
726,702,mobile,ios,22
727,703,tablet,android,34
728,703,tablet,ios,24
729,705,tablet,android,9
730,705,tablet,ios,10
731,705,tablet,ios,11
732,706,tablet,ios,12
733,708,mobile,ios,14
734,708,tablet,android,15
735,711,tablet,android,19
736,711,tablet,android,15
737,713,tablet,ios,16
738,713,tablet,ios,20
739,714,tablet,android,23
740,716,tablet,android,12
741,716,tablet,ios,19
742,717,mobile,android,19
743,717,tablet,android,20
744,718,tablet,ios,29
745,718,tablet,ios,16
746,720,mobile,ios,25
747,722,mobile,ios,13
748,723,mobile,android,11
749,723,mobile,android,17
750,724,tablet,ios,18
751,724,tablet,android,14
752,724,tablet,ios,16
753,725,tablet,android,7
754,726,mobile,android,25
755,727,tablet,android,25
756,728,mobile,android,13
757,729,mobile,android,20
758,729,mobile,android,34
759,730,tablet,android,19
760,730,tablet,ios,11
761,731,tablet,ios,34
762,731,tablet,ios,34
763,732,mobile,ios,22
764,733,tablet,android,21
765,733,tablet,android,18
766,734,mobile,android,13
767,735,tablet,android,10
768,735,tablet,android,9
769,737,mobile,android,21
770,738,tablet,android,34
771,739,tablet,ios,21
772,739,mobile,android,34
773,740,mobile,android,9
774,741,mobile,android,12
775,742,tablet,android,17
776,743,tablet,android,34
777,743,mobile,ios,20
778,744,tablet,android,17
779,744,tablet,ios,7
780,746,tablet,android,16
781,747,mobile,ios,13
782,748,tablet,ios,20
783,748,tablet,ios,13
784,749,mobile,ios,7
785,753,tablet,ios,27
786,754,mobile,android,11
787,755,mobile,android,22
788,756,mobile,android,18
789,757,mobile,ios,7
790,758,mobile,android,22
791,758,mobile,ios,9
792,759,mobile,android,10
793,761,mobile,android,23
794,761,mobile,android,11
795,762,tablet,android,25
796,762,tablet,android,25
797,763,mobile,android,12
798,763,mobile,ios,14
799,764,tablet,ios,16
800,765,mobile,android,27
801,768,mobile,android,34
802,769,mobile,ios,12
803,770,mobile,ios,19
804,771,tablet,ios,23
805,772,mobile,ios,20
806,773,mobile,android,11
807,773,mobile,android,7
808,775,mobile,ios,32
809,775,mobile,ios,34
810,776,mobile,android,10
811,776,mobile,ios,15
812,778,mobile,ios,19
813,778,mobile,android,18
814,778,mobile,android,34
815,779,tablet,ios,27
816,779,mobile,android,17
817,782,tablet,ios,24
818,783,mobile,ios,7
819,785,mobile,ios,7
820,785,mobile,ios,13
821,786,mobile,ios,16
822,788,tablet,android,10
823,789,tablet,android,16
824,789,tablet,android,7
825,790,tablet,ios,8
826,791,tablet,ios,17
827,792,tablet,android,16
828,793,mobile,android,22
829,794,tablet,ios,31
830,797,mobile,ios,8
831,799,tablet,ios,34
832,799,tablet,ios,34
833,801,mobile,ios,25
834,801,mobile,android,24
835,804,tablet,ios,11
836,804,tablet,android,26
837,806,mobile,android,18
838,807,mobile,android,25
839,807,mobile,android,15
840,808,mobile,ios,7
841,808,tablet,ios,7
842,809,mobile,android,12
843,809,mobile,android,33
844,810,tablet,ios,17
845,811,mobile,android,8
846,811,mobile,android,12
847,813,mobile,android,15
848,813,mobile,ios,21
849,813,mobile,ios,7
850,814,tablet,android,18
851,815,tablet,ios,8
852,817,mobile,ios,7
853,817,tablet,ios,15
854,817,mobile,android,20
855,819,mobile,ios,31
856,820,tablet,android,17
857,821,mobile,android,28
858,821,tablet,ios,19
859,822,tablet,android,22
860,824,tablet,ios,33
861,824,tablet,android,34
862,826,mobile,android,27
863,827,tablet,android,32
864,828,tablet,ios,33
865,828,mobile,android,25
866,829,mobile,android,8
867,830,mobile,ios,34
868,831,mobile,android,16
869,832,mobile,ios,27
870,835,mobile,ios,21
871,837,mobile,ios,8
872,838,mobile,android,18
873,840,mobile,ios,26
874,840,mobile,android,29
875,841,tablet,ios,18
876,843,tablet,ios,12
877,844,mobile,ios,14
878,845,mobile,android,10
879,847,mobile,ios,28
880,847,tablet,ios,20
881,850,tablet,ios,33
882,850,tablet,ios,28
883,850,tablet,android,16
884,853,mobile,ios,7
885,853,mobile,ios,17
886,855,mobile,ios,24
887,856,tablet,android,21
888,856,tablet,ios,21
889,857,tablet,android,19
890,858,mobile,android,19
891,859,mobile,ios,26
892,859,mobile,ios,31
893,860,mobile,ios,12
894,864,mobile,android,25
895,865,tablet,ios,18
896,865,mobile,android,24
897,869,tablet,android,11
898,870,tablet,android,15
899,870,mobile,android,14
900,871,mobile,ios,7
901,871,mobile,android,8
902,873,tablet,ios,23
903,873,tablet,ios,27
904,876,mobile,android,21
905,876,mobile,ios,23
906,876,mobile,android,27
907,877,tablet,ios,17
908,877,mobile,android,27
909,878,mobile,ios,31
910,878,mobile,android,26
911,879,tablet,ios,9
912,881,mobile,android,19
913,881,mobile,android,24
914,882,tablet,android,21
915,883,mobile,ios,22
916,883,mobile,android,14
917,884,tablet,android,10
918,884,tablet,android,24
919,885,mobile,android,29
920,886,tablet,ios,12
921,886,mobile,ios,7
922,888,mobile,android,7
923,890,mobile,android,33
924,890,mobile,android,27
925,891,mobile,ios,28
926,892,mobile,android,7
927,892,tablet,ios,10
928,896,tablet,android,20
929,896,tablet,ios,29
930,897,mobile,ios,15
931,900,tablet,android,28
932,901,tablet,ios,19
933,901,tablet,android,27
934,902,mobile,android,19
935,903,mobile,android,8
936,904,mobile,ios,7
937,905,tablet,android,25
938,906,tablet,ios,17
939,906,mobile,ios,7
940,906,tablet,ios,16
941,909,mobile,ios,18
942,914,tablet,ios,33
943,914,tablet,ios,28
944,915,tablet,android,20
945,915,tablet,android,21
946,917,tablet,android,17
947,918,tablet,ios,31
948,919,mobile,android,7
949,920,mobile,ios,11
950,921,mobile,android,14
951,922,mobile,android,22
952,923,mobile,ios,7
953,924,tablet,ios,34
954,925,tablet,ios,11
955,926,tablet,ios,7
956,926,mobile,ios,21
957,926,mobile,ios,11
958,927,mobile,ios,10
959,928,mobile,android,22
960,931,tablet,ios,28
961,931,tablet,ios,20
962,932,mobile,ios,25
963,933,mobile,android,7
964,933,mobile,ios,10
965,934,mobile,ios,34
966,934,tablet,android,22
967,935,mobile,android,29
968,936,tablet,android,15
969,936,mobile,android,16
970,937,tablet,ios,12
971,940,mobile,ios,25
972,940,tablet,android,13
973,941,tablet,android,24
974,942,tablet,ios,29
975,943,mobile,ios,7
976,944,tablet,android,24
977,945,mobile,android,21
978,945,mobile,android,28
979,947,mobile,android,13
980,947,mobile,android,13
981,948,mobile,ios,9
982,950,mobile,ios,20
983,951,mobile,ios,17
984,951,tablet,ios,16
985,952,mobile,android,10
986,953,mobile,ios,13
987,953,mobile,ios,11
988,954,tablet,android,33
989,956,tablet,ios,23
990,957,tablet,android,16
991,959,tablet,ios,19
992,960,mobile,ios,23
993,961,mobile,android,33
994,963,mobile,ios,11
995,964,mobile,android,7
996,964,tablet,ios,12
997,964,mobile,android,7
998,965,mobile,ios,22
999,965,mobile,ios,13
1000,968,mobile,ios,22
1001,969,tablet,android,27
1002,969,mobile,ios,16
1003,970,mobile,ios,19
1004,971,tablet,android,34
1005,971,mobile,ios,30
1006,972,tablet,ios,15
1007,973,tablet,ios,15
1008,974,tablet,android,22
1009,975,tablet,android,33
1010,976,mobile,android,25
1011,978,mobile,android,7
1012,978,tablet,android,16
1013,980,tablet,android,7
1014,981,mobile,android,19
1015,982,tablet,ios,26
1016,982,mobile,android,20
1017,983,tablet,ios,23
1018,984,mobile,ios,29
1019,985,mobile,android,12
1020,986,mobile,android,14
1021,987,mobile,android,25
1022,988,mobile,ios,25
1023,988,mobile,android,19
1024,989,mobile,ios,16
1025,992,mobile,ios,15
1026,992,tablet,ios,15
1027,995,mobile,ios,32
1028,996,mobile,android,21
1029,996,mobile,ios,9
1030,996,mobile,ios,7
1031,997,tablet,ios,23
1032,998,tablet,android,7
1033,998,tablet,ios,7
1034,999,tablet,android,19
1035,1000,mobile,android,34
1036,1001,mobile,android,7
1037,1004,tablet,android,33
1038,1005,tablet,ios,25
1039,1005,mobile,ios,28
1040,1007,mobile,android,22
1041,1007,mobile,ios,24
1042,1009,mobile,ios,24
1043,1010,mobile,android,28
1044,1012,tablet,ios,10
1045,1012,tablet,android,12
1046,1015,tablet,android,17
1047,1016,tablet,ios,16
1048,1016,tablet,ios,17
1049,1018,tablet,android,14
1050,1019,mobile,android,30
1051,1020,tablet,android,28
1052,1022,mobile,android,9
1053,1023,mobile,ios,7
1054,1024,tablet,ios,12
1055,1027,mobile,ios,11
1056,1027,tablet,android,25
1057,1028,mobile,ios,24
1058,1029,tablet,android,18
1059,1029,mobile,ios,12
1060,1030,tablet,ios,17
1061,1030,tablet,android,23
1062,1031,tablet,android,20
1063,1031,mobile,android,33
1064,1032,mobile,ios,8
1065,1032,tablet,ios,7
1066,1033,tablet,ios,10
1067,1034,tablet,android,34
1068,1034,tablet,android,26
1069,1036,mobile,android,32
1070,1037,mobile,android,27
1071,1038,mobile,android,34
1072,1041,tablet,android,10
1073,1041,tablet,android,17
1074,1041,tablet,ios,25
1075,1042,tablet,android,24
1076,1043,mobile,ios,27
1077,1043,mobile,ios,34
1078,1044,mobile,android,7
1079,1047,mobile,ios,20
1080,1048,mobile,android,16
1081,1049,tablet,ios,32
1082,1050,mobile,android,34
1083,1051,mobile,ios,7
1084,1053,mobile,android,17
1085,1057,mobile,ios,18
1086,1057,tablet,ios,26
1087,1059,mobile,ios,14
1088,1060,tablet,ios,8
1089,1060,tablet,ios,7
1090,1061,mobile,android,22
1091,1062,mobile,ios,22
1092,1063,tablet,android,14
1093,1063,tablet,android,11
1094,1064,mobile,android,14
1095,1064,tablet,ios,11
1096,1066,tablet,android,21
1097,1067,tablet,android,7
1098,1067,tablet,android,23
1099,1068,tablet,android,15
1100,1069,mobile,ios,15
1101,1070,tablet,android,22
1102,1070,mobile,android,16
1103,1071,tablet,ios,21
1104,1073,mobile,ios,23
1105,1073,mobile,ios,33
1106,1075,mobile,android,10
1107,1076,tablet,android,11
1108,1077,mobile,ios,7
1109,1077,mobile,ios,15
1110,1078,mobile,android,7
1111,1078,mobile,ios,18
1112,1079,tablet,android,22
1113,1079,mobile,android,22
1114,1080,mobile,ios,20
1115,1081,tablet,ios,12
1116,1081,tablet,ios,14
1117,1082,tablet,ios,17
1118,1082,tablet,ios,20
1119,1084,tablet,android,14
1120,1085,tablet,ios,32
1121,1087,tablet,android,24
1122,1088,mobile,ios,19
1123,1089,mobile,ios,7
1124,1090,tablet,ios,23
1125,1091,tablet,android,33
1126,1092,mobile,android,19
1127,1093,mobile,android,19
1128,1094,mobile,ios,13
1129,1095,mobile,android,24
1130,1096,mobile,ios,23
1131,1099,mobile,android,32
