session_id,user_id,device,os,minutes
425,404,mobile,ios,25
426,405,mobile,android,31
427,406,tablet,ios,17
428,407,mobile,ios,18
429,407,mobile,android,16
430,408,tablet,ios,20
431,411,mobile,android,7
432,411,mobile,android,25
433,414,mobile,ios,24
434,415,mobile,ios,18
435,417,tablet,ios,17
436,417,mobile,ios,26
437,418,mobile,android,19
438,419,mobile,android,20
439,419,tablet,android,22
440,420,tablet,ios,27
441,420,tablet,ios,34
442,422,tablet,android,30
443,422,mobile,ios,24
444,424,mobile,android,24
445,426,tablet,android,21
446,427,mobile,ios,12
447,428,mobile,android,14
448,428,mobile,android,19
449,429,tablet,android,25
450,430,mobile,android,19
451,431,mobile,android,13
452,431,mobile,ios,20
453,432,tablet,ios,34
454,432,mobile,ios,23
455,433,mobile,android,13
456,434,tablet,android,15
457,438,tablet,ios,18
458,438,tablet,ios,21
459,438,tablet,ios,15
460,440,mobile,ios,27
461,440,mobile,ios,23
462,442,mobile,android,20
463,442,mobile,android,11
464,443,mobile,ios,20
465,444,tablet,ios,32
466,446,mobile,android,25
467,447,tablet,ios,21
468,449,mobile,ios,27
469,450,mobile,android,23
470,451,mobile,android,26
471,453,tablet,ios,14
472,453,mobile,ios,29
473,455,tablet,ios,34
474,456,mobile,android,11
475,457,mobile,android,13
476,459,mobile,android,14
477,460,mobile,ios,20
478,461,mobile,ios,12
479,461,mobile,ios,32
480,464,mobile,android,28
481,466,mobile,android,29
482,467,mobile,ios,31
483,468,mobile,android,18
484,469,mobile,ios,22
485,470,mobile,ios,9
486,474,tablet,ios,20
487,477,tablet,android,20
488,478,tablet,android,32
489,479,tablet,android,29
490,481,tablet,android,12
491,482,mobile,android,7
492,482,mobile,ios,23
493,484,mobile,ios,10
494,484,mobile,ios,33
495,485,mobile,ios,17
496,485,mobile,ios,10
497,486,tablet,ios,27
498,487,mobile,android,22
499,491,mobile,android,20
500,492,tablet,ios,17
501,492,mobile,ios,30
502,496,mobile,ios,34
503,496,tablet,ios,34
504,496,mobile,ios,32
505,497,tablet,ios,8
506,497,mobile,ios,14
507,498,tablet,ios,16
508,499,mobile,android,33
509,499,mobile,android,34
510,500,mobile,ios,27
511,501,mobile,android,15
512,502,tablet,ios,8
513,502,tablet,android,10
514,502,tablet,ios,12
515,504,mobile,android,22
516,505,mobile,android,22
517,506,mobile,ios,7
518,508,mobile,android,8
519,509,mobile,android,17
520,509,mobile,android,10
521,510,mobile,android,24
522,511,tablet,ios,18
523,513,mobile,android,29
524,513,mobile,android,34
525,515,mobile,ios,7
526,515,mobile,ios,8
527,516,mobile,android,25
528,516,tablet,android,26
529,518,mobile,ios,24
530,519,mobile,ios,10
531,519,mobile,android,21
532,521,mobile,ios,34
533,524,tablet,ios,15
534,527,tablet,ios,24
535,528,tablet,ios,23
536,529,mobile,ios,21
537,529,mobile,android,33
538,530,tablet,android,13
539,534,tablet,android,15
540,534,mobile,ios,13
541,535,mobile,android,18
542,536,tablet,ios,20
543,537,mobile,ios,19
544,538,tablet,ios,26
545,540,mobile,ios,28
546,540,mobile,ios,25
547,541,tablet,ios,11
548,541,tablet,ios,10
549,542,mobile,android,21
550,544,tablet,android,8
551,544,tablet,android,9
552,545,tablet,ios,21
553,545,tablet,ios,22
554,546,tablet,ios,9
555,547,tablet,ios,13
556,548,tablet,ios,12
557,548,tablet,ios,27
558,550,tablet,ios,24
559,552,mobile,ios,22
560,553,mobile,android,31
561,554,mobile,android,31
562,557,mobile,ios,31
563,557,mobile,android,19
564,559,mobile,ios,18
565,560,tablet,ios,30
566,561,mobile,android,15
567,562,tablet,ios,25
568,564,mobile,ios,16
569,565,tablet,ios,19
570,565,mobile,ios,16
571,568,tablet,ios,27
572,568,tablet,ios,34
573,570,tablet,android,34
574,571,mobile,android,19
575,571,mobile,android,18
576,572,tablet,ios,18
577,572,mobile,ios,20
578,573,mobile,ios,14
579,573,mobile,ios,15
580,574,mobile,ios,24
581,574,mobile,ios,23
582,575,tablet,android,21
583,576,tablet,ios,20
584,576,tablet,android,13
585,577,mobile,android,13
586,577,mobile,android,20
587,578,mobile,android,18
588,579,tablet,ios,34
589,579,tablet,android,34
590,580,tablet,android,20
591,581,mobile,ios,17
592,582,tablet,android,19
593,584,mobile,ios,19
594,587,mobile,ios,24
595,589,mobile,ios,23
596,589,mobile,ios,25
597,590,mobile,android,7
598,590,mobile,ios,7
599,591,mobile,android,34
600,594,mobile,ios,7
601,594,mobile,android,13
602,595,tablet,android,17
603,598,tablet,ios,17
604,598,tablet,ios,18
605,599,mobile,android,23
606,599,tablet,android,25
607,599,mobile,android,34
608,602,tablet,ios,34
609,603,mobile,android,29
610,605,tablet,ios,18
611,606,mobile,android,16
612,607,mobile,ios,7
613,608,mobile,android,30
614,610,mobile,ios,17
615,610,mobile,ios,7
616,612,mobile,ios,29
617,613,mobile,ios,19
618,614,tablet,ios,20
619,614,tablet,ios,15
620,619,mobile,android,32
621,622,mobile,ios,23
622,623,tablet,ios,26
623,624,mobile,android,13
624,624,tablet,android,7
625,625,mobile,android,24
626,626,tablet,ios,26
627,626,tablet,ios,29
628,628,mobile,ios,28
629,629,tablet,ios,24
630,630,mobile,ios,12
631,631,mobile,ios,34
632,632,tablet,ios,19
633,633,mobile,android,19
634,635,mobile,android,23
635,636,mobile,android,18
636,637,mobile,ios,17
637,637,mobile,ios,13
638,638,tablet,ios,7
639,639,tablet,android,22
640,640,tablet,android,26
641,641,tablet,ios,21
642,641,tablet,android,24
643,642,tablet,android,26
644,642,tablet,ios,23
645,643,tablet,ios,34
646,643,mobile,ios,32
647,644,tablet,android,12
648,644,mobile,ios,21
649,645,mobile,android,7
650,646,mobile,ios,19
651,647,mobile,android,13
652,648,mobile,ios,16
653,648,mobile,ios,17
654,649,mobile,ios,18
655,652,tablet,ios,19
656,654,mobile,android,19
657,655,mobile,ios,12
658,656,tablet,ios,8
659,656,mobile,android,13
660,657,mobile,ios,28
661,660,tablet,android,20
662,661,tablet,android,34
663,662,mobile,ios,24
664,662,tablet,ios,15
665,663,mobile,android,32
666,664,tablet,android,17
667,664,tablet,android,25
668,665,mobile,android,29
669,665,mobile,ios,34
670,666,mobile,ios,20
671,667,mobile,ios,29
672,672,tablet,ios,20
673,672,tablet,ios,26
674,673,tablet,android,10
675,675,tablet,ios,28
676,675,tablet,ios,25
677,677,tablet,ios,24
678,678,tablet,ios,13
679,679,mobile,android,18
680,681,tablet,android,34
681,681,mobile,android,29
682,682,tablet,android,27
683,684,mobile,android,32
684,685,tablet,android,21
685,686,tablet,android,34
686,689,tablet,android,13
687,693,mobile,android,20
688,693,mobile,android,10
689,693,tablet,android,15
690,694,mobile,ios,34
691,695,tablet,ios,30
692,698,tablet,android,12
693,699,tablet,android,32
694,699,tablet,android,30
695,700,mobile,android,7
696,701,mobile,ios,20
697,702,tablet,ios,19
698,702,tablet,ios,14
699,703,tablet,android,12
700,706,mobile,ios,34
701,706,tablet,ios,33
702,708,tablet,ios,19
703,708,mobile,ios,14
704,709,mobile,android,11
705,711,tablet,ios,34
706,712,tablet,ios,34
707,712,tablet,ios,28
708,713,mobile,android,25
709,714,mobile,android,34
710,715,tablet,android,22
711,717,mobile,android,11
712,717,mobile,ios,21
713,718,mobile,android,34
714,720,mobile,ios,17
715,720,mobile,ios,22
716,721,mobile,android,22
717,722,mobile,android,13
718,722,mobile,android,18
719,723,mobile,android,13
720,723,mobile,android,17
721,725,mobile,android,7
722,726,mobile,android,25
723,726,mobile,ios,27
724,728,mobile,android,7
725,730,tablet,android,22
726,731,tablet,ios,28
727,733,mobile,ios,8
728,733,tablet,android,22
729,734,tablet,android,12
730,735,mobile,android,15
731,736,tablet,ios,22
732,736,mobile,ios,22
733,736,tablet,ios,20
734,737,mobile,ios,18
735,738,mobile,android,27
736,739,tablet,android,34
737,741,mobile,android,25
738,741,mobile,android,34
739,745,mobile,android,16
740,746,mobile,ios,19
741,747,tablet,ios,34
742,748,mobile,ios,22
743,748,mobile,ios,12
744,749,tablet,ios,32
745,749,tablet,ios,32
746,750,mobile,android,34
747,750,mobile,android,31
748,751,mobile,android,19
749,752,mobile,android,9
750,753,mobile,android,27
751,755,mobile,android,10
752,755,tablet,android,15
753,756,mobile,android,22
754,758,mobile,ios,34
755,759,tablet,android,15
756,759,tablet,ios,17
757,760,mobile,android,15
758,761,tablet,ios,25
759,762,tablet,android,13
760,762,tablet,android,12
761,765,mobile,ios,27
762,766,mobile,android,22
763,767,mobile,ios,12
764,768,mobile,android,7
765,768,mobile,ios,29
766,769,mobile,android,13
767,770,tablet,android,26
768,771,tablet,ios,20
769,771,mobile,ios,12
770,772,tablet,android,20
771,773,tablet,ios,7
772,773,tablet,ios,31
773,774,tablet,ios,8
774,774,mobile,ios,7
775,775,mobile,ios,29
776,776,mobile,android,16
777,778,mobile,ios,26
778,779,mobile,android,19
779,780,tablet,ios,24
780,781,mobile,ios,20
781,784,mobile,android,14
782,786,tablet,ios,10
783,786,tablet,ios,19
784,786,tablet,ios,23
785,787,mobile,ios,28
786,788,tablet,ios,34
787,788,tablet,ios,26
788,789,mobile,android,31
789,789,mobile,android,29
790,791,mobile,android,19
791,791,tablet,android,7
792,792,mobile,ios,21
793,793,mobile,android,10
794,793,mobile,android,7
795,795,tablet,ios,9
796,795,mobile,android,12
797,796,mobile,ios,32
798,797,tablet,ios,28
799,797,tablet,ios,19
800,798,tablet,android,34
801,798,mobile,ios,33
802,799,mobile,ios,34
803,799,tablet,ios,28
804,800,mobile,android,24
805,800,mobile,android,17
806,802,mobile,android,14
807,802,tablet,ios,7
808,802,tablet,ios,12
809,804,tablet,android,23
810,804,tablet,android,26
811,806,tablet,ios,15
812,807,mobile,ios,20
813,807,mobile,ios,25
814,812,mobile,android,21
815,812,mobile,android,30
816,814,tablet,android,7
817,816,mobile,ios,27
818,816,mobile,ios,21
819,817,tablet,ios,22
820,817,mobile,android,29
821,819,tablet,ios,19
822,820,tablet,ios,29
823,821,mobile,android,12
824,822,mobile,ios,8
825,823,mobile,ios,20
826,824,mobile,android,34
827,826,tablet,ios,24
828,828,mobile,ios,10
829,829,mobile,ios,7
830,830,mobile,android,21
831,830,mobile,android,15
832,833,tablet,ios,10
833,833,mobile,ios,9
834,835,mobile,ios,18
835,836,tablet,android,13
836,836,mobile,ios,13
837,837,mobile,android,14
838,838,tablet,android,27
839,838,tablet,android,15
840,839,tablet,android,29
841,840,tablet,android,10
842,841,tablet,ios,21
843,841,tablet,ios,13
844,842,mobile,android,13
845,843,mobile,android,17
846,844,mobile,android,31
847,845,mobile,ios,19
848,847,tablet,ios,15
849,848,mobile,android,20
850,849,mobile,ios,25
851,850,tablet,android,8
852,851,tablet,ios,7
853,853,mobile,android,23
854,854,tablet,android,12
855,854,tablet,android,34
856,855,mobile,ios,20
857,856,tablet,ios,16
858,856,tablet,ios,7
859,857,mobile,android,22
860,858,mobile,android,26
861,859,mobile,ios,23
862,860,mobile,android,34
863,860,mobile,android,29
864,861,mobile,android,21
865,863,mobile,ios,19
866,864,mobile,ios,18
867,864,tablet,android,29
868,866,tablet,android,24
869,867,mobile,ios,25
870,867,tablet,ios,30
871,868,mobile,ios,13
872,869,mobile,android,19
873,869,tablet,android,18
874,870,mobile,android,17
875,870,mobile,ios,19
876,871,mobile,ios,12
877,871,tablet,ios,12
878,873,tablet,ios,7
879,874,tablet,android,18
880,874,tablet,ios,21
881,875,mobile,android,17
882,876,mobile,android,14
883,877,mobile,android,14
884,878,tablet,ios,14
885,878,tablet,ios,12
886,879,tablet,android,15
887,882,mobile,ios,30
888,882,mobile,ios,16
889,882,tablet,ios,22
890,883,mobile,android,21
891,884,tablet,android,17
892,885,mobile,android,7
893,886,tablet,android,28
894,887,mobile,ios,16
895,888,mobile,android,13
896,888,mobile,android,14
897,889,mobile,android,11
898,892,tablet,android,15
899,894,mobile,ios,34
900,894,tablet,android,23
901,896,mobile,ios,25
902,897,mobile,ios,21
903,898,tablet,ios,24
904,899,mobile,android,19
905,900,mobile,android,29
906,901,mobile,ios,24
907,902,mobile,android,18
908,903,mobile,android,23
909,906,tablet,ios,10
910,906,mobile,ios,13
911,906,tablet,ios,11
912,907,mobile,ios,15
913,908,tablet,ios,15
914,908,mobile,ios,15
915,910,mobile,android,25
916,911,tablet,ios,31
917,912,tablet,android,23
918,913,mobile,android,11
919,914,tablet,ios,27
920,915,tablet,ios,20
921,916,mobile,ios,26
922,917,tablet,ios,23
923,918,tablet,android,28
924,919,tablet,android,15
925,919,tablet,ios,14
926,921,mobile,android,20
927,922,mobile,android,16
928,925,mobile,ios,7
929,926,mobile,android,30
930,927,mobile,ios,33
931,927,tablet,android,33
932,928,mobile,ios,15
933,930,mobile,ios,18
934,930,mobile,ios,22
935,932,tablet,ios,31
936,933,mobile,ios,16
937,933,mobile,ios,14
938,934,tablet,ios,14
939,934,tablet,ios,23
940,935,mobile,ios,11
941,935,mobile,android,7
942,936,tablet,ios,7
943,937,mobile,ios,21
944,938,tablet,android,7
945,938,mobile,ios,25
946,939,mobile,android,17
947,942,tablet,ios,20
948,943,mobile,android,11
949,944,tablet,ios,34
950,944,tablet,ios,25
951,945,mobile,android,34
952,945,mobile,android,28
953,946,mobile,android,10
954,947,mobile,android,15
955,951,mobile,android,17
956,953,mobile,ios,31
957,953,tablet,ios,20
958,955,mobile,android,34
959,957,mobile,android,10
960,958,mobile,android,27
961,959,mobile,android,9
962,960,mobile,ios,34
963,961,tablet,ios,10
964,961,tablet,ios,13
965,962,mobile,android,9
966,963,tablet,ios,15
967,963,mobile,ios,14
968,964,mobile,android,18
969,965,tablet,android,29
970,965,tablet,android,19
971,967,tablet,ios,30
972,968,tablet,ios,26
973,969,tablet,ios,34
974,969,mobile,android,34
975,970,mobile,ios,8
976,970,mobile,ios,19
977,971,mobile,android,7
978,972,mobile,ios,12
979,972,tablet,ios,9
980,972,mobile,ios,17
981,974,tablet,ios,19
982,975,tablet,android,24
983,975,mobile,android,21
984,976,mobile,ios,16
985,976,mobile,ios,9
986,977,mobile,android,13
987,978,tablet,ios,27
988,979,tablet,android,21
989,980,tablet,ios,23
990,981,tablet,android,27
991,982,tablet,ios,7
992,983,tablet,android,16
993,984,tablet,ios,29
994,985,tablet,android,14
995,986,tablet,android,9
996,986,mobile,ios,9
997,986,tablet,android,10
998,987,tablet,android,23
999,990,tablet,ios,18
1000,992,tablet,android,15
1001,994,mobile,android,25
1002,994,mobile,android,19
1003,996,tablet,android,11
1004,996,tablet,ios,7
1005,997,mobile,android,24
1006,997,mobile,android,19
1007,998,mobile,android,12
1008,998,mobile,ios,11
1009,1000,mobile,ios,31
1010,1001,tablet,android,31
1011,1006,mobile,android,30
1012,1006,mobile,ios,34
1013,1007,tablet,android,17
1014,1007,tablet,ios,17
1015,1008,tablet,android,21
1016,1009,mobile,android,10
1017,1010,mobile,ios,16
1018,1010,mobile,ios,22
1019,1013,tablet,ios,20
1020,1015,mobile,android,31
1021,1015,mobile,android,26
1022,1016,tablet,ios,21
1023,1016,tablet,ios,14
1024,1017,tablet,ios,18
1025,1017,tablet,ios,10
1026,1018,mobile,android,29
1027,1019,mobile,android,16
1028,1020,tablet,android,17
1029,1020,tablet,android,25
1030,1021,mobile,ios,7
1031,1023,tablet,android,11
1032,1024,tablet,ios,20
1033,1026,tablet,android,7
1034,1027,tablet,ios,29
1035,1028,mobile,ios,11
1036,1028,mobile,ios,17
1037,1028,mobile,ios,10
1038,1029,mobile,ios,16
1039,1029,mobile,ios,12
1040,1031,mobile,android,18
1041,1033,mobile,android,23
1042,1034,mobile,android,21
1043,1034,mobile,android,23
1044,1035,tablet,ios,14
1045,1035,mobile,ios,21
1046,1035,mobile,ios,13
1047,1037,mobile,ios,31
1048,1037,mobile,ios,28
1049,1038,mobile,ios,9
1050,1038,mobile,ios,7
1051,1039,mobile,android,23
1052,1040,tablet,ios,27
1053,1040,tablet,ios,25
1054,1041,mobile,ios,14
1055,1041,mobile,android,14
1056,1042,mobile,android,7
1057,1042,mobile,android,18
1058,1043,tablet,ios,14
1059,1044,mobile,ios,7
1060,1046,mobile,ios,25
1061,1047,tablet,android,18
1062,1049,mobile,android,14
1063,1050,mobile,android,14
1064,1052,tablet,android,24
1065,1052,tablet,android,20
1066,1052,tablet,android,21
1067,1054,mobile,android,21
1068,1055,mobile,android,23
1069,1057,mobile,ios,11
1070,1058,tablet,ios,33
1071,1059,mobile,android,12
1072,1060,tablet,android,7
1073,1060,mobile,ios,11
1074,1062,mobile,ios,13
1075,1064,tablet,ios,24
1076,1064,tablet,ios,8
1077,1065,tablet,ios,17
1078,1066,tablet,ios,25
1079,1066,tablet,android,31
1080,1067,tablet,android,9
1081,1067,tablet,android,9
1082,1068,mobile,android,22
1083,1068,tablet,ios,18
1084,1069,mobile,ios,24
1085,1069,mobile,android,27
1086,1070,tablet,ios,7
1087,1070,tablet,ios,17
1088,1070,tablet,ios,15
1089,1071,mobile,android,17
1090,1073,mobile,ios,7
1091,1073,tablet,android,7
1092,1074,mobile,ios,28
1093,1074,mobile,ios,25
1094,1075,mobile,android,19
1095,1076,mobile,android,18
1096,1076,tablet,ios,31
1097,1078,mobile,ios,16
1098,1079,mobile,ios,19
1099,1082,tablet,android,20
1100,1082,tablet,android,8
1101,1085,mobile,ios,15
1102,1085,mobile,ios,22
1103,1086,mobile,ios,22
1104,1087,tablet,ios,21
1105,1087,mobile,ios,10
1106,1088,tablet,ios,21
1107,1088,tablet,ios,20
1108,1091,tablet,ios,34
1109,1092,mobile,android,26
1110,1092,mobile,android,20
1111,1093,mobile,ios,25
1112,1094,tablet,ios,10
1113,1094,tablet,android,22
1114,1095,mobile,android,27
1115,1096,mobile,android,28
1116,1097,mobile,ios,13
1117,1098,tablet,ios,33
1118,1098,mobile,ios,30
1119,1099,mobile,android,7
