Supplier_Name,Supplier_Code,Alloy,Current_LB,New_LB,change
SUPPLIER A22,S016,A369,1.48,1.44,0.04
SUPPLIER A55,S012,A393,1.6,1.33,0.04
SUPPLIER A65,S076,A330,1.61,1.59,0.06
SUPPLIER A32,S050,A391,3.14,1.44,0.03
SUPPLIER A37,S041,A347,1.43,1.4,0.05
SUPPLIER E,S030,A366,1.51,1.54,-0.01
SUPPLIER A22,S030,B747,1.96,1.2,0.01
TOP DIE CASTING,S014,A408,1.66,1.2,0.06
SUPPLIER A38,S009,A410,1.66,1.4,0.01
TOP DIE CASTING,S001,A414,1.26,1.3,0.05
SUPPLIER A2,S066,A400,2.89,1.44,0.07
SUPPLIER AB,S054,A378,2.44,1.89,0.06
SUPPLIER G,S011,A402,1.59,1.32,0.01
SUPPLIER A52,S041,A390,1.65,2.27,0.02
STRONG ALLOY,S001,A400,1.27,1.41,0.02
SUPPLIER B,S081,A394,2.24,2.07,0.05
SUPPLIER A73,S073,A345,2.31,1.2,0.03
SUPPLIER A12,S022,A374,2.37,1.33,0.05
TOP DIE CASTING,S076,A401,2.23,1.2,0.02
SUPPLIER D,S038,A320,1.72,2.05,0.01
SUPPLIER A51,S087,A400,1.69,1.47,0.05
SUPPLIER A28,S078,A346,2.22,1.2,0.06
TOP DIE CASTING,S026,A397,1.81,1.39,0.04
SUPPLIER A22,S053,A367,1.57,1.22,0.06
SUPPLIER A43,S043,A330,2.29,1.23,0.06
SUPPLIER A27,S093,A400,2.12,1.3,0.05
SUPPLIER AB,S068,A394,1.49,1.3,0.06
SUPPLIER A73,S035,A376,1.58,1.54,0.07
SUPPLIER A20,S074,A409,1.52,1.46,0.06
SUPPLIER A23,S093,A392,1.73,1.34,0.04
XYZ,S075,A361,1.72,1.22,0.06
SUPPLIER A44,S038,A364,2.11,1.27,0.05
XPZ Supp,S055,A101,2.08,1.5,0.06
SUPPLIER A57,S037,A385,2.99,1.44,-0.01
TOP DIE CASTING,S074,A379,2.14,1.31,0.01
SUPPLIER A38,S064,A347,3.14,1.45,0.05
SUPPLIER A20,S045,A365,1.78,1.72,0.04
SUPPLIER A34,S041,A340,1.59,1.21,0.06
SUPPLIER A65,S051,A360,3.14,1.54,0.01
SUPPLIER A44,S003,A370,1.47,1.43,0.06
SUPPLIER A39,S043,A397,1.79,1.37,0.01
ABC Supplier,S002,A342,3.14,1.46,0.06
ABC Supplier,S021,A372,2.29,1.42,0.04
SUPPLIER A50,S066,A377,2.37,1.31,0.06
SUPPLIER A54,S026,A388,1.49,1.4,-0.01
SUPPLIER A33,S078,B747,1.41,1.46,0.07
SUPPLIER A73,S047,A394,2.18,1.4,0.05
SUPPLIER A2,S074,A408,2.05,1.26,0.01
SUPPLIER A9,S046,A400,2.43,2.01,0.04
SUPPLIER AD,S079,A405,1.85,1.4,0.2
SUPPLIER A35,S076,A349,1.65,1.4,-0.01
SUPPLIER A66,S039,A400,2.25,1.71,0.06
SUPPLIER A24,S032,A391,1.21,1.63,0.07
BLUE METAL,S025,A380,1.65,1.27,0.06
SUPPLIER A33,S014,A380,1.71,1.32,-0.0
SUPPLIER A7,S041,A414,2.25,1.2,0.05
SUPPLIER A5,S050,A400,1.84,1.41,0.07
SUPPLIER A55,S088,A403,1.4,1.52,0.04
SUPPLIER A15,S011,A388,1.41,1.38,0.06
ABC Supplier,S047,A402,1.78,1.28,0.05
SUPPLIER A15,S008,A372,2.47,1.45,0.07
SUPPLIER E,S013,A341,1.69,1.58,0.04
SUPPLIER A21,S038,A375,2.0,1.54,0.06
SUPPLIER A44,S053,A101,1.77,1.68,0.04
SUPPLIER A41,S037,A348,2.08,1.2,0.03
SUPPLIER A28,S058,A101,2.04,1.42,0.05
SUPPLIER A33,S055,A409,1.49,1.36,0.03
SUPPLIER A60,S055,A383,1.21,1.34,0.03
SUPPLIER A63,S063,A360,1.96,1.89,0.04
SUPPLIER A60,S070,A394,2.35,1.98,0.07
SUPPLIER A57,S042,A397,1.24,3.02,0.03
SUPPLIER E,S019,A349,1.57,1.42,0.06
SUPPLIER H,S045,A400,1.62,1.31,0.03
SUPPLIER A62,S079,A390,1.48,1.47,0.04
SUPPLIER A73,S066,A364,1.88,1.54,0.02
SUPPLIER A20,S050,A367,1.53,1.2,0.08
SUPPLIER A54,S030,A402,2.07,1.22,0.0
SUPPLIER A39,S010,A376,1.61,1.88,0.05
SUPPLIER A58,S012,A340,2.4,1.36,0.04
SUPPLIER A17,S018,A376,1.49,1.36,0.05
SUPPLIER A24,S045,A377,1.7,1.47,0.06
SUPPLIER A61,S073,A359,2.22,1.23,0.03
SUPPLIER A39,S044,A343,1.4,1.63,0.06
SUPPLIER A57,S071,A401,2.48,1.58,0.01
STRONG ALLOY,S025,A392,2.57,1.4,0.06
SUPPLIER A66,S007,A371,2.05,1.71,0.06
SUPPLIER A54,S007,A400,1.64,1.23,0.06
SUPPLIER A32,S029,A380,1.79,1.77,0.06
XPZ Supp,S085,A375,1.47,1.2,0.08
TOP DIE CASTING,S016,A371,1.69,1.2,0.05
SUPPLIER A46,S009,A372,1.78,1.89,0.05
SUPPLIER A17,S088,A364,1.68,1.36,-0.0
XPZ Supp,S019,A378,2.73,1.22,0.03
SUPPLIER A31,S017,A400,2.09,1.45,0.04
SUPPLIER A7,S039,A376,1.88,1.6,0.05
SUPPLIER A38,S032,A369,1.52,1.63,0.02
SUPPLIER A3,S066,A400,2.25,1.56,0.01
SUPPLIER AA,S064,A101,2.25,1.44,0.04
SUPPLIER A23,S068,A380,1.65,1.31,0.04
SUPPLIER AC,S063,B747,2.29,1.25,0.01
SUPPLIER AB,S032,A330,1.83,1.34,-0.01
SUPPLIER A56,S001,A400,1.74,1.2,0.05
SUPPLIER AD,S015,A390,2.67,1.45,0.04
SUPPLIER A33,S058,A350,1.94,1.29,0.03
SUPPLIER A7,S068,A386,1.52,1.43,0.05
SUPPLIER A68,S020,A340,1.75,1.21,0.04
SUPPLIER A66,S093,A405,1.78,1.21,0.07
SUPPLIER A60,S035,A340,1.72,1.44,0.06
SUPPLIER A20,S073,A351,1.43,2.27,-0.02
SUPPLIER A55,S038,A341,2.22,1.38,0.03
SUPPLIER H,S054,A352,1.49,1.3,0.06
SUPPLIER A39,S039,A402,1.49,1.49,0.02
SUPPLIER A41,S051,A370,2.46,1.2,0.02
SUPPLIER A41,S082,A390,1.48,1.53,0.06
SUPPLIER A31,S047,A364,2.02,1.71,0.05
SUPPLIER A15,S070,A385,1.65,1.52,0.04
ALOY MASTERS,S012,A397,1.52,1.27,0.06
SUPPLIER G,S012,A365,2.02,1.2,0.05
SUPPLIER C,S024,A379,2.28,1.21,0.08
SUPPLIER A56,S057,A390,1.5,1.25,0.08
SUPPLIER A59,S044,A330,2.18,1.42,0.05
XPZ Supp,S037,A404,1.44,2.85,0.05
SUPPLIER A7,S059,A405,2.37,1.27,0.06
SUPPLIER A58,S059,A360,2.14,1.44,0.2
BLUE METAL,S066,A405,1.52,1.25,-0.0
SUPPLIER D,S027,A370,2.1,1.2,0.06
SUPPLIER A39,S080,A345,2.18,1.27,0.01
SUPPLIER A27,S088,A341,2.1,1.3,0.05
SUPPLIER H,S025,A360,1.48,1.41,0.05
ALOY MASTERS,S007,A359,2.25,1.48,0.07
SUPPLIER C,S001,A415,1.97,1.36,0.06
SUPPLIER A67,S032,A400,1.62,1.46,0.01
TOP DIE CASTING,S086,A378,3.14,1.47,0.01
STRONG ALLOY,S011,A378,1.97,1.28,0.06
SUPPLIER C,S088,A372,2.43,2.11,0.06
XPZ Supp,S050,A400,1.36,1.51,0.05
SUPPLIER F,S016,A377,2.46,1.23,0.06
BLUE METAL,S009,A376,1.96,1.48,0.03
TOP DIE CASTING,S071,A414,1.34,1.37,0.03
SUPPLIER AC,S093,A410,1.67,1.35,0.07
XPZ Supp,S024,A408,1.8,1.53,0.03
SUPPLIER E,S025,A400,1.51,1.2,0.03
SUPPLIER A19,S024,A341,2.06,1.2,0.05
SUPPLIER A37,S012,A369,2.44,1.21,-0.0
SUPPLIER A28,S006,A377,1.49,1.64,-0.03
SUPPLIER A29,S009,A371,2.0,1.2,0.03
SUPPLIER A58,S066,A351,2.13,1.31,-0.01
SUPPLIER A10,S020,A330,2.5,1.58,0.06
SUPPLIER AC,S035,A361,1.96,1.48,0.08
SUPPLIER A51,S028,A351,1.89,1.35,0.07
SUPPLIER A15,S035,A392,1.44,1.2,0.02
SUPPLIER A37,S084,A380,3.14,1.23,0.02
SUPPLIER A60,S077,A388,1.65,1.92,0.01
SUPPLIER A21,S054,A392,1.83,1.3,0.04
SUPPLIER A7,S001,A341,2.34,2.27,0.01
SUPPLIER A20,S070,A380,1.65,1.21,0.2
SUPPLIER A4,S080,A393,1.77,1.54,0.04
SUPPLIER A63,S059,A363,2.89,3.03,0.07
SUPPLIER A52,S075,A360,2.72,1.62,0.05
SUPPLIER A19,S024,A400,1.7,1.41,0.04
SUPPLIER A37,S032,A393,1.59,1.2,0.01
TOP DIE CASTING,S075,A391,1.54,1.45,0.05
SUPPLIER A57,S056,A415,2.07,1.2,0.05
SUPPLIER A28,S016,A341,1.96,1.5,0.07
SUPPLIER A2,S073,A352,1.96,1.37,0.07
SUPPLIER A41,S010,A402,1.57,1.53,0.01
SUPPLIER A58,S087,A400,2.32,1.47,0.03
SUPPLIER A59,S088,A320,1.99,1.33,0.06
SUPPLIER A72,S071,A415,1.5,1.66,0.05
SUPPLIER A55,S077,A343,1.98,1.55,0.05
SUPPLIER A2,S039,A340,1.81,1.27,0.04
SUPPLIER A53,S077,A412,1.68,1.33,-0.01
SUPPLIER C,S021,A380,1.92,1.68,0.01
SUPPLIER A5,S053,A363,2.12,1.27,0.04
SUPPLIER AA,S064,A365,1.68,1.54,0.05
SUPPLIER A72,S025,A414,1.89,1.29,0.01
SUPPLIER A58,S032,A399,2.21,1.2,0.07
SUPPLIER A59,S070,A351,1.62,1.26,0.2
SUPPLIER A19,S075,A380,1.64,1.63,0.07
XPZ Supp,S071,A347,1.52,1.42,0.04
SUPPLIER A65,S088,A399,2.39,1.26,0.01
SUPPLIER A27,S072,A365,1.55,1.24,0.05
SUPPLIER A44,S072,A383,1.51,1.37,0.0
BLUE METAL,S039,A361,3.14,1.44,0.06
SUPPLIER A46,S073,A360,1.87,1.26,0.02
SUPPLIER A48,S075,A345,1.55,1.26,0.04
SUPPLIER A24,S050,A354,2.5,1.26,0.0
SUPPLIER AC,S014,A354,1.82,1.36,0.03
SUPPLIER A58,S010,A394,1.99,2.28,0.07
SUPPLIER A28,S001,A393,1.74,1.21,0.02
SUPPLIER A54,S046,A414,1.73,1.48,0.06
SUPPLIER A67,S073,A340,1.7,1.2,0.04
SUPPLIER A22,S044,A368,2.47,1.2,0.01
SUPPLIER A68,S078,A373,2.11,1.2,0.07
SUPPLIER A8,S035,A408,1.79,1.45,0.07
BLUE METAL,S027,A388,3.14,1.29,0.04
SUPPLIER A28,S035,A368,1.42,1.2,0.03
SUPPLIER A27,S026,A393,1.58,1.47,-0.0
SUPPLIER A35,S075,A340,2.42,1.35,0.06
SUPPLIER A39,S071,A380,1.41,1.23,-0.01
SUPPLIER A29,S090,A359,2.37,1.67,0.05
SUPPLIER A9,S008,A404,1.64,1.21,0.04
SUPPLIER A60,S052,A400,2.47,1.25,0.05
SUPPLIER A4,S042,A377,1.7,1.51,0.01
SUPPLIER A9,S078,A400,2.99,1.25,0.03
SUPPLIER A64,S032,A363,1.85,1.53,0.04
XPZ Supp,S090,A394,1.66,1.33,0.04
SUPPLIER A51,S008,A365,1.64,1.2,0.04
SUPPLIER AC,S059,A341,1.45,1.64,0.03
SUPPLIER A56,S077,A404,3.14,1.37,0.01
SUPPLIER A27,S069,A376,2.4,1.51,0.07
SUPPLIER A20,S061,A410,2.05,1.2,0.0
SUPPLIER A43,S081,A340,1.77,1.33,0.02
SUPPLIER A68,S086,A380,1.68,1.41,0.06
SUPPLIER AD,S082,A360,1.66,1.33,0.06
SUPPLIER A31,S043,A349,2.12,1.78,0.05
SUPPLIER A38,S009,A374,1.76,1.32,0.02
SUPPLIER E,S086,A400,3.14,1.45,0.07
STRONG ALLOY,S092,A340,1.56,1.2,0.05
SUPPLIER A6,S055,A403,1.39,1.38,0.05
SUPPLIER A7,S022,A320,3.14,1.37,0.06
SUPPLIER A22,S010,A369,2.35,2.58,0.05
XYZ,S087,A370,2.44,1.34,0.0
ALOY MASTERS,S040,A372,1.65,1.61,0.06
STRONG ALLOY,S053,A393,1.71,1.56,0.02
SUPPLIER A51,S084,A370,2.28,1.2,0.02
SUPPLIER A56,S001,A349,2.18,1.4,0.01
SUPPLIER A60,S048,A408,1.81,1.49,0.08
SUPPLIER A48,S084,A363,2.05,1.66,0.2
SUPPLIER A22,S017,A345,2.39,1.45,0.07
SUPPLIER A30,S009,A404,1.56,1.37,0.04
SUPPLIER A44,S010,A380,1.95,1.26,0.01
SUPPLIER A60,S049,A372,2.29,1.6,0.06
TOP DIE CASTING,S007,A407,2.01,1.26,0.04
SUPPLIER AA,S082,A414,2.04,1.4,0.06
SUPPLIER F,S076,A403,2.25,1.58,0.04
SUPPLIER A39,S072,A371,1.58,1.4,0.06
SUPPLIER A30,S049,A362,2.35,1.37,0.08
SUPPLIER A18,S042,A363,2.36,1.48,0.02
SUPPLIER A20,S072,A346,2.26,1.28,0.03
SUPPLIER A33,S001,A372,2.27,1.47,0.03
SUPPLIER A38,S048,A330,2.23,1.49,0.05
SUPPLIER A19,S032,A412,1.3,1.45,0.06
SUPPLIER A51,S012,A401,1.95,1.44,0.04
SUPPLIER A5,S049,A378,2.07,1.64,0.04
SUPPLIER A21,S023,A366,1.86,1.27,0.06
SUPPLIER D,S045,A400,1.69,1.33,0.02
SUPPLIER A54,S073,A368,1.75,1.4,0.03
SUPPLIER A5,S059,A320,1.67,2.01,0.04
SUPPLIER A7,S030,A376,1.21,1.45,0.05
SUPPLIER A7,S066,B747,1.71,1.39,0.02
SUPPLIER E,S076,A346,1.67,1.68,0.03
XYZ,S020,A412,1.48,1.5,0.03
SUPPLIER A64,S015,A340,2.3,1.22,0.02
SUPPLIER A24,S023,A390,1.88,1.45,0.07
SUPPLIER A73,S045,A368,1.77,1.25,0.03
XPZ Supp,S092,A354,1.85,1.2,0.02
XYZ,S071,A320,1.47,1.4,0.07
SUPPLIER A32,S046,A348,1.9,1.32,0.05
SUPPLIER A15,S080,A410,1.72,1.2,0.01
SUPPLIER A58,S016,A367,1.7,1.72,0.07
TOP DIE CASTING,S001,B747,1.53,1.56,0.04
SUPPLIER A15,S022,A349,2.04,1.31,0.05
SUPPLIER A44,S026,A400,2.28,1.47,0.07
SUPPLIER A10,S081,A390,1.44,1.48,0.03
SUPPLIER A61,S046,A363,1.37,1.26,0.01
SUPPLIER G,S050,A366,1.45,1.67,0.06
SUPPLIER A43,S073,A380,1.63,1.79,0.02
SUPPLIER A72,S009,A393,2.33,1.3,0.08
SUPPLIER A38,S001,A400,2.45,1.73,0.05
SUPPLIER A49,S073,A330,2.94,1.24,0.02
SUPPLIER A2,S025,A362,1.44,1.33,0.03
SUPPLIER A18,S001,A101,1.51,1.26,0.0
SUPPLIER A39,S027,A351,1.53,1.31,0.03
SUPPLIER F,S074,A386,1.77,1.35,0.02
SUPPLIER H,S037,A412,2.1,1.89,0.04
SUPPLIER A29,S044,A414,1.84,1.53,-0.01
SUPPLIER A5,S014,A386,1.6,1.4,0.08
SUPPLIER A35,S079,A393,1.42,1.2,0.07
SUPPLIER G,S006,A343,1.89,1.34,0.04
SUPPLIER A51,S001,A400,2.02,1.61,0.05
SUPPLIER A6,S059,A402,1.53,1.43,0.0
TOP DIE CASTING,S018,A388,1.8,1.2,0.01
TOP DIE CASTING,S063,A393,1.73,1.38,0.01
SUPPLIER A41,S006,A415,2.85,1.38,-0.01
SUPPLIER A49,S093,A414,1.77,1.59,0.06
SUPPLIER A37,S048,A346,1.38,1.72,0.04
SUPPLIER A65,S020,A350,1.41,1.52,0.07
SUPPLIER A2,S078,A372,2.31,1.3,0.03
SUPPLIER A61,S064,A364,1.67,1.68,0.05
SUPPLIER A22,S043,A101,2.36,1.55,0.06
SUPPLIER A17,S090,A347,1.75,1.28,-0.0
SUPPLIER A31,S057,A401,1.53,1.48,0.02
ALOY MASTERS,S014,A342,1.97,1.22,0.03
SUPPLIER A9,S063,A377,2.25,1.46,0.07
SUPPLIER A10,S051,A401,1.54,1.27,0.06
BLUE METAL,S010,A400,1.7,1.45,0.04
SUPPLIER A66,S051,A320,2.04,1.32,0.04
SUPPLIER A50,S001,A405,2.22,1.96,0.07
SUPPLIER A17,S087,A372,1.8,1.2,0.04
TOP DIE CASTING,S017,A388,2.23,1.2,0.02
SUPPLIER G,S073,B747,1.43,1.28,0.06
SUPPLIER A33,S038,A407,1.77,1.44,0.04
SUPPLIER C,S026,A405,2.46,1.35,0.06
